Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Antal elever
Valt läsår: 2023/24


Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Antal elever;Antal elever skolår 1;Antal elever skolår 2;Antal elever skolår 3;Andel kvinnor (%);Andel m utl bakgr (%);Andel m högutb föräldrar (%);
Lapplands Gymnasium Kiruna enh. 1;53630885;Kiruna;2584;Kommunal;Lapplands Kommunalförbund;2220000760;191;81;59;51;60;17;58;
Lapplands Gymnasium Kiruna enh. 2;53048977;Kiruna;2584;Kommunal;Lapplands Kommunalförbund;2220000760;267;92;85;90;39;14;56;
Lapplands Gymnasium Kiruna enh. 3;53131149;Kiruna;2584;Kommunal;Lapplands Kommunalförbund;2220000760;249;82;90;77;40;9;49;
Rymdgymnasiet;90006712;Kiruna;2584;Enskild;Malmens Friskola AB;5565528022;92;30;30;32;41;14;76;
Flygteknikcenter, Ljungbyhed;43649848;Klippan;1276;Kommunal;Klippans kommun;2120000928;65;24;22;19;..;26;65;
Kommunala aktivitetsansvaret;68524034;Klippan;1276;Kommunal;Klippans kommun;2120000928;5;5;.;.;..;..;..;
Segragymnasiet Klippan;75344502;Klippan;1276;Enskild;Sveriges Naturbruksgymnasium AB;5569162562;136;47;46;43;71;..;63;
Tegelbruksskolan;84247499;Klippan;1276;Kommunal;Klippans kommun;2120000928;360;138;112;110;18;13;40;
Åbyskolan;27041885;Klippan;1276;Kommunal;Klippans kommun;2120000928;466;168;154;144;56;37;40;
Sjögrenska gymnasiet;97064126;Knivsta;0330;Kommunal;Knivsta kommun;2120003013;91;51;26;14;58;68;26;
Räddningsgymnasiet Sandö;38233622;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;65;24;20;21;51;15;71;
Ådalsskolan 1;48156011;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;201;101;50;50;56;43;36;
Ådalsskolan 2;48722826;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;185;60;57;68;36;20;38;
Ådalsskolan 3;87094678;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;78;32;24;22;77;..;47;
Academy of Retail and Business (ARB);85014247;Kristianstad;1290;Enskild;Academy of Retail and Business Education Kristianstad AB;5569863433;87;33;26;28;43;32;70;
Christian 4:s Gymnasium 11;84341377;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;127;38;55;34;73;22;68;
Christian 4:s Gymnasium 12;20734425;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;146;57;42;47;68;35;34;
Christian 4:s Gymnasium 13;71073360;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;103;64;18;21;70;23;55;
Drottning Blankas Gymnasieskola Kristianstad;67554405;Kristianstad;1290;Enskild;DBGY Juvelen AB;5565789129;749;279;239;231;72;35;50;
Furuboda Gymnasieskola;10975008;Kristianstad;1290;Enskild;Föreningen Furuboda;8382005281;21;12;9;.;62;..;..;
JENSEN Gymnasium Kristianstad;17666526;Kristianstad;1290;Enskild;Jensen Education College AB;5566358759;126;34;39;53;57;69;46;
LBS Kreativa Gymnasiet Kristianstad;43251309;Kristianstad;1290;Enskild;Ljud & Bildskolan LBS AB;5564851649;142;49;47;46;28;15;61;
NTI Gymnasiet Kristianstad;53691739;Kristianstad;1290;Enskild;NTI Gymnasiet Ellips AB;5565970471;209;63;64;82;13;59;43;
Praktiska Gymnasiet Kristianstad;71571158;Kristianstad;1290;Enskild;Praktiska Studier Riks AB;5565755500;342;136;117;89;40;49;29;
Söderportgymnasiet 31;73944169;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;470;175;161;134;74;28;64;
Söderportgymnasiet 32;59849681;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;542;202;169;171;50;16;68;
Söderportgymnasiet 33;75105182;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;84;27;31;26;61;83;49;
Söderportgymnasiet 36;97727351;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;69;17;24;28;61;78;68;
Wendesgymnasiet 51;58368956;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;188;64;67;57;6;9;49;
Wendesgymnasiet 52;73567152;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;238;87;76;75;10;13;46;
Önnestadsgymnasiet;61547652;Kristianstad;1290;Enskild;Hushållningssällskapets Kompetensutveckling i Syd AB (HUSKAB);5567502777;238;84;82;72;52;5;61;
Österänggymnasiet 61;21702982;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;360;177;90;93;51;44;69;
Österänggymnasiet 62;39329121;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;33;33;.;.;42;100;..;
Österänggymnasiet 63;87034307;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;246;56;98;92;38;40;66;
Österänggymnasiet 64;62104139;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;98;38;36;24;55;26;39;
Österänggymnasiet 66;54084550;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;139;49;42;48;..;27;55;
Brogymnasiet;86972402;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;580;264;161;155;46;31;42;
Dille Gård Naturbruksgymnasium;62490359;Krokom;2309;Enskild;Dille Gård AB;5564173853;147;55;48;44;64;..;65;
Jämtlands Gymn, Torsta;64725297;Krokom;2309;Kommunal;Jämtlands Gymnasieförbund;2220001636;151;56;51;44;53;..;61;
Jämtlands Gymn, Wången;43362941;Krokom;2309;Kommunal;Jämtlands Gymnasieförbund;2220001636;76;23;23;30;87;26;51;
Introduktionsprogrammet Kumla;23350817;Kumla;1881;Kommunal;Kumla kommun;2120001975;38;23;9;6;45;45;32;
Aranäsgymnasiet Enhet 1;76860623;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;53;23;10;20;79;32;57;
Aranäsgymnasiet Enhet 2;58191646;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;539;190;163;186;70;6;73;
Aranäsgymnasiet Enhet 3;80405898;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;379;128;128;123;19;9;90;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;195;54;77;64;72;34;63;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;95;33;30;32;..;..;54;
Aranäsgymnasiet Enhet 6;15567070;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;244;96;87;61;58;15;88;
Aranäsgymnasiet Enhet 7;69859216;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;87;87;.;.;48;34;34;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;17;.;.;17;..;..;65;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;195;87;65;43;73;20;64;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;288;98;106;84;29;9;46;
Elof Lindälvs Gymnasium Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;457;156;156;145;41;7;75;
Elof Lindälvs Gymnasium Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;60;.;31;29;..;..;78;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;237;96;84;57;50;14;46;
Elof Lindälvs Gymnasium Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;149;48;56;45;..;..;65;
Elof Lindälvs Gymnasium Enhet 6;61252599;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;54;.;29;25;57;30;80;
Elof Lindälvs Gymnasium Enhet 7;50228904;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;85;85;.;.;42;68;19;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan LBS AB;5564851649;152;69;32;51;34;7;78;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;133;48;50;35;38;17;47;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;80;22;29;29;99;..;63;
Kungsörs Gymnasium;95992977;Kungsör;1960;Kommunal;Kungsörs kommun;2120002056;24;16;4;4;54;63;..;
Mimers hus Gymnasium, Skolenhet 1;90435000;Kungälv;1482;Kommunal;Kungälvs kommun;2120001371;317;113;99;105;12;9;49;
Mimers hus Gymnasium, Skolenhet 2;75941223;Kungälv;1482;Kommunal;Kungälvs kommun;2120001371;363;121;122;120;44;7;69;
Mimers hus Gymnasium, Skolenhet 3;33720955;Kungälv;1482;Kommunal;Kungälvs kommun;2120001371;213;113;63;37;52;41;40;
Mimers hus Gymnasium, Skolenhet 4;45796620;Kungälv;1482;Kommunal;Kungälvs kommun;2120001371;342;129;105;108;28;18;71;
Mimers hus Gymnasium, Skolenhet 5;38646067;Kungälv;1482;Kommunal;Kungälvs kommun;2120001371;346;115;122;109;60;17;61;
Kävlinge Lärcentrum, Gymnasieskola;88192227;Kävlinge;1261;Kommunal;Kävlinge kommun;2120001058;49;26;14;9;59;49;29;
Ullvi1;35632014;Köping;1983;Kommunal;Köpings kommun;2120002114;289;92;94;103;54;32;46;
Ullvi2;34412858;Köping;1983;Kommunal;Köpings kommun;2120002114;256;149;58;49;52;43;43;
Ullvi3;34931041;Köping;1983;Kommunal;Köpings kommun;2120002114;180;61;55;64;13;32;47;
Ullvi4;34852224;Köping;1983;Kommunal;Köpings kommun;2120002114;240;85;80;75;58;25;40;
Osbecksgymnasiet RO1;71512894;Laholm;1381;Kommunal;Laholms kommun;2120001223;389;124;148;117;44;33;47;
Öresundsgymnasiet Landskrona;28248021;Landskrona;1282;Kommunal;Landskrona kommun;2120001140;494;213;150;131;43;68;35;
Gymnasieutbildning i Lekeberg;24445686;Lekeberg;1814;Kommunal;Lekebergs kommun;2120002981;15;10;5;.;..;..;..;
Leksands gymnasium;44417214;Leksand;2029;Kommunal;Leksands kommun;2120002163;485;193;159;133;49;14;58;
Lerums Gymnasium, skolenhet 1;25025681;Lerum;1441;Kommunal;Lerums kommun;2120001447;238;87;72;79;64;10;66;
Lerums Gymnasium, skolenhet 2;88776535;Lerum;1441;Kommunal;Lerums kommun;2120001447;361;101;128;132;25;11;72;
Lerums Gymnasium, skolenhet 3;29351272;Lerum;1441;Kommunal;Lerums kommun;2120001447;150;150;.;.;39;33;37;
Lerums Gymnasium, skolenhet 4;49488344;Lerum;1441;Kommunal;Lerums kommun;2120001447;82;25;30;27;70;12;78;
Lerums Gymnasium, skolenhet 5;74408578;Lerum;1441;Kommunal;Lerums kommun;2120001447;476;183;151;142;30;12;68;
Lessebo Gymnasium;75395882;Lessebo;0761;Kommunal;Lessebo kommun;2120000613;36;23;11;2;28;47;..;
Christinagymnasiet;76359296;Lidingö;0186;Enskild;Lidingö Gymnasium AB;5592340474;138;67;52;19;20;18;74;
Hersby gymnasium;71043974;Lidingö;0186;Kommunal;Lidingö kommun;2120000191;994;344;303;347;38;10;88;
Lunagymnasiet;57777751;Lidingö;0186;Enskild;Utvecklingspedagogik Sverige Aktiebolag;5564715729;84;31;26;27;52;..;80;
Stillerska gymnasiet;38732602;Lidingö;0186;Enskild;Stillerska AB;5567777270;42;17;25;.;40;..;67;
De la Gardiegymnasiet, enhet 1;89807183;Lidköping;1494;Kommunal;Lidköpings kommun;2120001694;375;116;133;126;42;19;75;
De la Gardiegymnasiet, enhet 2;86724994;Lidköping;1494;Kommunal;Lidköpings kommun;2120001694;302;103;100;99;8;10;52;
De la Gardiegymnasiet, enhet 3;61161774;Lidköping;1494;Kommunal;Lidköpings kommun;2120001694;517;171;173;173;66;22;70;
De la Gardiegymnasiet, enhet 4;86158933;Lidköping;1494;Kommunal;Lidköpings kommun;2120001694;210;68;86;56;69;14;59;
De la Gardiegymnasiet, enhet 5;39179525;Lidköping;1494;Kommunal;Lidköpings kommun;2120001694;100;49;30;21;48;47;33;
De la Gardiegymnasiet, enhet 6;14102256;Lidköping;1494;Kommunal;Lidköpings kommun;2120001694;314;119;108;87;72;23;52;
Lindeskolan LS 1;75082280;Lindesberg;1885;Kommunal;Lindesbergs kommun;2120002015;216;74;69;73;58;24;38;
Lindeskolan LS 2;75914181;Lindesberg;1885;Kommunal;Lindesbergs kommun;2120002015;125;124;1;.;49;55;15;
Lindeskolan LS 3;39302565;Lindesberg;1885;Kommunal;Lindesbergs kommun;2120002015;207;84;62;61;17;16;47;
Lindeskolan LS 4;96818167;Lindesberg;1885;Kommunal;Lindesbergs kommun;2120002015;281;101;97;83;56;37;61;
Anders Ljungstedts gymnasium 10;89357497;Linköping;0580;Kommunal;Linköpings kommun;2120000449;71;28;26;17;..;34;45;
Anders Ljungstedts gymnasium 4;61432781;Linköping;0580;Kommunal;Linköpings kommun;2120000449;260;88;89;83;17;28;36;
Anders Ljungstedts gymnasium 7;78287294;Linköping;0580;Kommunal;Linköpings kommun;2120000449;296;104;120;72;70;49;32;
Anders Ljungstedts gymnasium 8;74316305;Linköping;0580;Kommunal;Linköpings kommun;2120000449;110;44;30;36;12;21;60;
Anders Ljungstedts gymnasium 9;39096170;Linköping;0580;Kommunal;Linköpings kommun;2120000449;230;86;71;73;23;14;52;
Berzeliusskolan 1;79527481;Linköping;0580;Kommunal;Linköpings kommun;2120000449;478;159;158;161;24;19;89;
Berzeliusskolan 2;67300857;Linköping;0580;Kommunal;Linköpings kommun;2120000449;473;167;156;150;57;22;91;
Berzeliusskolan 7;67809400;Linköping;0580;Kommunal;Linköpings kommun;2120000449;80;36;36;8;58;54;40;
Birgittaskolan 1;99279503;Linköping;0580;Kommunal;Linköpings kommun;2120000449;181;54;65;62;60;64;52;
Birgittaskolan 2;63653488;Linköping;0580;Kommunal;Linköpings kommun;2120000449;91;45;22;24;43;11;66;
Birgittaskolan 3;50063655;Linköping;0580;Kommunal;Linköpings kommun;2120000449;304;132;94;78;80;49;38;
Drottning Blankas Gymnasieskola Linköping;70412563;Linköping;0580;Enskild;DBGY Kronan AB;5565668794;59;.;23;36;92;53;39;
Folkungaskolan 1;24544503;Linköping;0580;Kommunal;Linköpings kommun;2120000449;295;91;116;88;55;20;72;
Folkungaskolan 2;25392789;Linköping;0580;Kommunal;Linköpings kommun;2120000449;356;130;96;130;76;12;79;
Fria Läroverken Linköping;69240218;Linköping;0580;Enskild;Fria Läroverken i Sverige AB;5569172041;517;180;170;167;37;24;68;
JENSEN Gymnasium Linköping;38460895;Linköping;0580;Enskild;Jensen Education College AB;5566358759;141;46;58;37;62;50;58;
Katedralskolan 1;53821161;Linköping;0580;Kommunal;Linköpings kommun;2120000449;440;134;168;138;60;25;86;
Katedralskolan 2;31199511;Linköping;0580;Kommunal;Linköpings kommun;2120000449;371;122;126;123;68;29;78;
Katedralskolan 3;12934438;Linköping;0580;Kommunal;Linköpings kommun;2120000449;467;155;162;150;62;18;76;
KLARA Teoretiska Gymnasium Linköping;43313366;Linköping;0580;Enskild;KLARA Gymnasium Kunskap AB;5566303938;509;172;184;153;67;46;51;
LBS Kreativa Gymnasiet Linköping;86787111;Linköping;0580;Enskild;Ljud & Bildskolan LBS AB;5564851649;181;51;50;80;30;19;66;
Linköpings idrottsgymnasium;98000262;Linköping;0580;Kommunal;Linköpings kommun;2120000449;62;62;.;.;44;24;71;
Mediateknikerutbildningen, MTU;97868185;Linköping;0580;Enskild;Mediateknikerutbildningen, Mtu AB;5564631983;127;43;46;38;31;21;65;
Praktiska Gymnasiet Linköping Roxen;81551726;Linköping;0580;Enskild;Praktiska Sverige AB;5562575786;362;171;114;77;33;18;43;
Realgymnasiet Linköping;77823650;Linköping;0580;Enskild;Lärande i Sverige AB;5565715892;200;70;59;71;53;26;52;
S:t Lars gymnasium;84476205;Linköping;0580;Kommunal;Linköpings kommun;2120000449;153;56;51;46;75;33;64;
Thoren Business School Linköping;37550979;Linköping;0580;Enskild;Thorengruppen AB;5566139290;27;.;.;27;63;100;..;
Vreta utbildningscentrum;52634142;Linköping;0580;Region;Region Östergötland;2321000040;462;156;154;152;47;..;56;
Yrkesgymnasiet Linköping;76195214;Linköping;0580;Enskild;Thorengruppen AB;5566139290;185;78;57;50;44;49;29;
RyssbyGymnasiet;32705515;Ljungby;0781;Enskild;Ryssbygymnasiet AB;5566214069;217;80;66;71;29;8;63;
Sunnerbogymnasiet 1;60214465;Ljungby;0781;Kommunal;Ljungby kommun;2120000670;370;132;109;129;54;26;54;
Sunnerbogymnasiet 2;70137084;Ljungby;0781;Kommunal;Ljungby kommun;2120000670;266;99;88;79;20;21;42;
Sunnerbogymnasiet 3;82002016;Ljungby;0781;Kommunal;Ljungby kommun;2120000670;237;83;81;73;47;35;55;
Sunnerbogymnasiet 4;21901328;Ljungby;0781;Kommunal;Ljungby kommun;2120000670;62;17;19;26;89;50;44;
Järvsögymnasiet;93674454;Ljusdal;2161;Enskild;Mästaren 22 AB;5591656151;136;65;35;36;49;7;54;
Slottegymnasiet;23306658;Ljusdal;2161;Kommunal;Ljusdals kommun;2120002320;418;169;140;109;46;20;40;
Träutbildningar i Hälsingland;57350392;Ljusdal;2161;Enskild;Träutbildningar i Hälsingland AB;5567796718;46;17;13;16;..;..;41;
Hitachigymnasiet;97535124;Ludvika;2085;Enskild;Industritekniska Gymnasiet Bergslagen AB;5566081740;104;36;36;32;37;26;77;
VBU Högbergsskolan 1;11102578;Ludvika;2085;Kommunal;Västerbergslagens Utbildningsförbund,Vbu;2220000802;337;114;92;131;68;28;52;
VBU Högbergsskolan 2;69306209;Ludvika;2085;Kommunal;Västerbergslagens Utbildningsförbund,Vbu;2220000802;284;94;89;101;23;33;48;
VBU Malmen;92651253;Ludvika;2085;Kommunal;Västerbergslagens Utbildningsförbund,Vbu;2220000802;115;38;36;41;36;..;30;
Luleå gymnasieskola, skolenhet A;31740319;Luleå;2580;Kommunal;Luleå kommun;2120002742;147;61;46;40;78;19;56;
Luleå gymnasieskola, skolenhet B;10129345;Luleå;2580;Kommunal;Luleå kommun;2120002742;378;134;127;117;67;12;78;
Luleå gymnasieskola, skolenhet C;17944628;Luleå;2580;Kommunal;Luleå kommun;2120002742;294;89;88;117;69;15;73;
Luleå gymnasieskola, skolenhet D;82826083;Luleå;2580;Kommunal;Luleå kommun;2120002742;198;94;59;45;20;16;50;
Luleå gymnasieskola, skolenhet E;94468610;Luleå;2580;Kommunal;Luleå kommun;2120002742;215;95;81;39;70;35;53;
Luleå gymnasieskola, skolenhet F;94090461;Luleå;2580;Kommunal;Luleå kommun;2120002742;317;124;111;82;38;6;83;
Luleå gymnasieskola, skolenhet G;12954099;Luleå;2580;Kommunal;Luleå kommun;2120002742;293;87;109;97;22;14;80;
Luleå gymnasieskola, skolenhet H;80931789;Luleå;2580;Kommunal;Luleå kommun;2120002742;324;98;120;106;45;16;83;
Luleå Gymnasieskola, skolenhet J;84098842;Luleå;2580;Kommunal;Luleå kommun;2120002742;147;70;44;33;85;17;54;
NTI Gymnasiet Luleå;90473340;Luleå;2580;Enskild;NTI Gymnasiet Macro AB;5561203679;152;50;55;47;19;13;66;
Praktiska Gymnasiet Luleå;26167236;Luleå;2580;Enskild;Praktiska Sverige AB;5562575786;318;120;101;97;44;9;50;
Realgymnasiet i Luleå;27023902;Luleå;2580;Enskild;Lärande i Sverige AB;5565715892;71;29;42;.;90;..;65;
Consensum Gymnasium Lund;69807202;Lund;1281;Enskild;Consensum Lund AB;5566023684;319;126;111;82;70;61;53;
Drottning Blankas Gymnasieskola Lund;64648904;Lund;1281;Enskild;DBGY Kronan AB;5565668794;426;167;143;116;67;20;62;
Flyinge Hästsportgymnasium;43450482;Lund;1281;Enskild;Flyinge Aktiebolag;5563792927;46;29;12;5;93;..;57;
Gymnasieskolan Spyken;75939593;Lund;1281;Kommunal;Lunds kommun;2120001132;1 237;416;410;411;70;15;93;
Gymnasieskolan Vipan;63035915;Lund;1281;Kommunal;Lunds kommun;2120001132;1 100;531;292;277;35;29;50;
Hedda Anderssongymnasiet;20763964;Lund;1281;Kommunal;Lunds kommun;2120001132;738;347;218;173;38;31;73;
JENSEN Gymnasium Lund;26324896;Lund;1281;Enskild;Jensen Education College AB;5566358759;272;108;84;80;53;28;65;
Katedralskolan;56639389;Lund;1281;Kommunal;Lunds kommun;2120001132;1 486;462;501;523;54;22;89;
Lars-Erik Larssongymnasiet;95700485;Lund;1281;Enskild;Lars-Erik Larsson Gymnasiet;8465021015;179;47;63;69;52;12;94;
LBS Kreativa Gymnasiet Lund;51449748;Lund;1281;Enskild;Ljud & Bildskolan LBS AB;5564851649;366;137;109;120;42;20;78;
Lunds Dans- o Musikalgymnasium;28267726;Lund;1281;Enskild;Dans o Musikal i Lund AB;5566981766;183;60;67;56;89;15;78;
Lunds Fordonstekniska Gymn.;28848709;Lund;1281;Enskild;Lunds Fordonstekniska Gymnasium AB;5566426630;63;25;20;18;..;30;43;
NTI Gymnasiet Lund;12613085;Lund;1281;Enskild;NTI Gymnasiet Macro AB;5561203679;136;43;43;50;..;29;66;
NTI Vetenskapsgymnasiet Lund;15783533;Lund;1281;Enskild;NTI Gymnasiet Macro AB;5561203679;36;.;19;17;..;31;92;
Polhemskolan;53896162;Lund;1281;Kommunal;Lunds kommun;2120001132;2 595;886;855;854;45;16;86;
ProCivitas Privata Gymnasium Lund;17779637;Lund;1281;Enskild;ProCivitas Privata Gymnasium AB;5566157102;333;102;137;94;64;20;80;
Realgymnasiet i Lund;11185244;Lund;1281;Enskild;Lärande i Sverige AB;5565715892;375;133;123;119;68;17;54;
Spira Teoretiska Gymnasium Lund;36208931;Lund;1281;Enskild;Eruditia AB;5593786345;177;62;50;65;43;49;62;
Sveriges Ridgymnasium Flyinge;56211717;Lund;1281;Enskild;Sveriges Ridgymnasium AB;5566814504;111;40;35;36;97;..;73;
Tekniska Gymnasiet Lund;66824652;Lund;1281;Enskild;Thoren Innovation School AB;5568902653;147;26;58;63;21;67;47;
Tannbergsskolan 1;49168016;Lycksele;2481;Kommunal;Lycksele kommun;2120002635;129;38;53;38;42;25;62;
Tannbergsskolan 2;32042066;Lycksele;2481;Kommunal;Lycksele kommun;2120002635;109;59;29;21;37;15;34;
Tannbergsskolan 3;50821167;Lycksele;2481;Kommunal;Lycksele kommun;2120002635;127;48;32;47;62;20;45;
Tannbergsskolan 4;71929526;Lycksele;2481;Kommunal;Lycksele kommun;2120002635;209;83;68;58;57;22;55;
Gullmarsgymnasiet 1;92814975;Lysekil;1484;Kommunal;Lysekils kommun;2120001389;227;93;80;54;48;24;46;
Gullmarsgymnasiet 2;60873719;Lysekil;1484;Kommunal;Lysekils kommun;2120001389;345;132;106;107;59;21;75;
Agnesfrids gymnasium;28770304;Malmö;1280;Kommunal;Malmö kommun;2120001124;212;101;66;45;8;68;25;
Bellevue gymnasium;86483208;Malmö;1280;Kommunal;Malmö kommun;2120001124;103;55;31;17;48;54;36;
Bladins gymnasium;21938183;Malmö;1280;Enskild;Bladins Skola, Stiftelsen;8460010948;247;77;75;95;57;45;74;
Bryggeriets Gymnasium;71472793;Malmö;1280;Enskild;Bryggeriets Bildnings Byrå (Bbb);8465017070;174;64;59;51;53;40;57;
Designgymnasiet Malmö;42662249;Malmö;1280;Enskild;Designgymnasiet i Sverige AB;5569320681;184;68;65;51;74;44;54;
Drottning Blankas Gymnasieskola Malmö City;77609073;Malmö;1280;Enskild;DBGY Kronan AB;5565668794;492;187;155;150;59;59;46;
Drottning Blankas Gymnasieskola Malmö Söderport;35894996;Malmö;1280;Enskild;DBGY Kronan AB;5565668794;308;109;102;97;83;48;45;
Einar Hansengymnasiet;12926770;Malmö;1280;Enskild;Folkuniversitetet Stiftelsen Kurs- Verksamheten vid Lunds Universitet;8450003481;237;81;82;74;65;86;62;
Fria Läroverken Malmö;68748767;Malmö;1280;Enskild;Fria Läroverken i Sverige AB;5569172041;403;169;130;104;41;54;51;
Gymnasieskolan Gripen;28085125;Malmö;1280;Enskild;Gymnasieskolan Gripen AB;5567622682;169;72;57;40;55;72;43;
Heleneholms gymnasium;61320691;Malmö;1280;Kommunal;Malmö kommun;2120001124;282;217;52;13;45;97;12;
JENSEN Gymnasium Malmö;48593439;Malmö;1280;Enskild;Jensen Education College AB;5566358759;416;147;131;138;52;77;52;
KLARA Teoretiska Gymnasium Malmö;23548714;Malmö;1280;Enskild;KLARA Gymnasium Bildning AB;5565286696;262;88;88;86;57;87;37;
Kunskapsgymnasiet Malmö;91773491;Malmö;1280;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;376;152;123;101;58;97;51;
LBS Kreativa Gymnasiet Malmö;97931189;Malmö;1280;Enskild;Ljud & Bildskolan LBS AB;5564851649;265;106;76;83;32;33;66;
Malmö Borgarskola Ro 1;30361243;Malmö;1280;Kommunal;Malmö kommun;2120001124;1 351;517;415;419;51;55;69;
Malmö Citadellsgymnasium;57072964;Malmö;1280;Kommunal;Malmö kommun;2120001124;294;161;133;.;35;48;61;
Malmö Idrottsgymnasium Ro1;25596917;Malmö;1280;Kommunal;Malmö kommun;2120001124;550;226;180;144;39;21;73;
Malmö Latinskola Ro 1;65722876;Malmö;1280;Kommunal;Malmö kommun;2120001124;1 186;389;383;414;71;16;86;
Malmö lärlingscenter;65407241;Malmö;1280;Kommunal;Malmö kommun;2120001124;257;119;83;55;64;52;32;
Malmö Restaurangskola;11608031;Malmö;1280;Kommunal;Malmö kommun;2120001124;224;101;69;54;46;35;50;
NTI Gymnasiet Malmö;52129378;Malmö;1280;Enskild;NTI Gymnasiet Macro AB;5561203679;237;75;67;95;6;59;52;
Pauliskolan;65381163;Malmö;1280;Kommunal;Malmö kommun;2120001124;1 223;475;400;348;44;61;51;
Peabskolan Malmö;98541468;Malmö;1280;Enskild;Peabskolan AB;5564427432;100;64;35;1;..;51;29;
Praktiska Gymnasiet Malmö City;25648215;Malmö;1280;Enskild;Praktiska Sverige AB;5562575786;242;90;68;84;51;82;25;
Praktiska Gymnasiet Malmö Limhamn;61823258;Malmö;1280;Enskild;Praktiska Sverige AB;5562575786;274;103;99;72;35;53;42;
Praktiska Gymnasiet Malmö Norra;17119840;Malmö;1280;Enskild;Praktiska Studier Riks AB;5565755500;213;75;66;72;..;77;23;
ProCivitas Privata Gymnasium Malmö;84424083;Malmö;1280;Enskild;ProCivitas Privata Gymnasium AB;5566157102;721;252;217;252;63;25;83;
Realgymnasiet Malmö;39178171;Malmö;1280;Enskild;Lärande i Sverige AB;5565715892;89;31;30;28;87;13;61;
Rytmus Malmö;49231191;Malmö;1280;Enskild;Rytmus AB;5564648979;184;66;58;60;45;22;72;
Sjölins Gymnasium Malmö;37692021;Malmö;1280;Enskild;Sjölins Gymnasium AB;5563758399;191;107;84;.;58;55;63;
S:t Petri skola;78231062;Malmö;1280;Kommunal;Malmö kommun;2120001124;850;284;283;283;62;23;86;
TAU Hantverksskola Gymnasium;79994304;Malmö;1280;Enskild;TAU Learning Aktiebolag;5566866082;95;48;31;16;48;72;33;
Thoren Business School Malmö;10481541;Malmö;1280;Enskild;Thorengruppen AB;5566139290;273;74;83;116;50;85;44;
Thoren Innovation School Malmö 2;45355980;Malmö;1280;Enskild;Thoren Innovation School AB;5568902653;52;.;16;36;35;85;42;
Universitetsholmens gymnasium;68006362;Malmö;1280;Kommunal;Malmö kommun;2120001124;576;231;193;152;38;64;34;
Yrkesgymnasiet Malmö;86762103;Malmö;1280;Enskild;Thorengruppen AB;5566139290;274;99;92;83;33;54;34;
