Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Antal elever
Valt läsår: 2020/21


Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Antal elever;Antal elever skolår 1;Antal elever skolår 2;Antal elever skolår 3;Andel kvinnor (%);Andel m utl bakgr (%);Andel m högutb föräldrar (%);
Mönsteråsgymnasiet;16702464;Mönsterås;0861;Kommunal;Mönsterås;2120000720;98;31;30;37;41;51;39;
Mönsteråsgymnasiet IM;43762671;Mönsterås;0861;Kommunal;Mönsterås;2120000720;54;27;15;12;48;72;..;
Designgymnasiet Sickla;14355031;Nacka;0182;Enskild;Designgymnasiet i Sverige AB;5569320681;224;79;64;81;67;18;65;
Drottning Blankas Gymnasieskola Nacka;68602647;Nacka;0182;Enskild;DBGY Kronan AB;5565668794;125;125;.;.;50;19;52;
Magelungens Gymnasium Danvikstull;71353314;Nacka;0182;Enskild;Magelungen Utveckling AB;5564891447;98;46;30;22;74;18;50;
MediaGymnasiet i Nacka Strand;29449669;Nacka;0182;Enskild;MediaGymnasiet Nacka Strand AB;5566765995;333;109;124;100;28;15;66;
Nacka Enskilda Gymnasium;62855448;Nacka;0182;Enskild;Nacka Enskilda Gymnasium AB;5567841977;178;60;55;63;29;10;59;
Nacka Gymnasium;92506886;Nacka;0182;Kommunal;Nacka;2120000167;2 214;761;760;693;43;14;79;
NTI Gymnasiet Nacka;31071774;Nacka;0182;Enskild;NTI Gymnasiet Macro AB;5561203679;144;88;56;.;..;19;71;
Praktiska Gymnasiet Nacka;72891848;Nacka;0182;Enskild;Praktiska Sverige AB;5562575786;446;158;150;138;31;51;23;
Rytmus Stockholm;46611859;Nacka;0182;Enskild;Rytmus AB;5564648979;694;238;228;228;55;11;75;
Sjölins gymnasium Nacka;58907711;Nacka;0182;Enskild;Sjölins Gymnasium AB;5563758399;446;160;158;128;52;12;72;
YBC, Young Business Creatives;68285560;Nacka;0182;Kommunal;Nacka;2120000167;600;231;201;168;52;14;75;
IV-programmet i Nora;71728074;Nora;1884;Kommunal;Nora;2120002007;19;8;8;3;..;..;..;
Gymnasieutbildn. i Nordanstig RO9;16374064;Nordanstig;2132;Kommunal;Hälsinglands Utbildningsförbund;2220003111;26;16;8;2;50;38;..;
Bråvallagymnasiet 1;83805032;Norrköping;0581;Kommunal;Norrköping;2120000456;150;49;57;44;13;31;31;
Bråvallagymnasiet 2;48862305;Norrköping;0581;Kommunal;Norrköping;2120000456;309;129;106;74;15;32;32;
Bråvallagymnasiet 3;32887559;Norrköping;0581;Kommunal;Norrköping;2120000456;212;66;75;71;..;30;40;
Bråvallagymnasiet 4;85586216;Norrköping;0581;Kommunal;Norrköping;2120000456;95;32;31;32;..;19;35;
De Geergymnasiet 1;58544422;Norrköping;0581;Kommunal;Norrköping;2120000456;334;102;118;114;62;39;50;
De Geergymnasiet 3;65150019;Norrköping;0581;Kommunal;Norrköping;2120000456;272;91;87;94;70;14;72;
De Geergymnasiet 4;31796890;Norrköping;0581;Kommunal;Norrköping;2120000456;79;19;36;24;41;25;39;
De Geergymnasiet 6;22426680;Norrköping;0581;Kommunal;Norrköping;2120000456;51;12;18;21;78;..;61;
Drottning Blankas Gymnasieskola Norrköping;28023078;Norrköping;0581;Enskild;DBGY Juvelen AB;5565789129;234;86;59;89;83;39;35;
Ebersteinska gymnasiet  4;53832505;Norrköping;0581;Kommunal;Norrköping;2120000456;175;64;46;65;17;41;64;
Ebersteinska gymnasiet 5;71541108;Norrköping;0581;Kommunal;Norrköping;2120000456;230;95;77;58;66;75;38;
Ebersteinska gymnasiet 6;62956050;Norrköping;0581;Kommunal;Norrköping;2120000456;168;92;41;35;45;63;37;
Film & Musikgymnasiet;47537928;Norrköping;0581;Enskild;Studiefrämjandet i Östergötland;8220038460;142;49;49;44;61;10;63;
Fria Läroverken Norrköping;69471748;Norrköping;0581;Enskild;Fria Läroverken i Sverige AB;5569172041;328;135;110;83;47;62;35;
Hagagymnasiet skolenhet Blå;49750031;Norrköping;0581;Kommunal;Norrköping;2120000456;344;127;125;92;74;25;71;
Hagagymnasiet skolenhet grön;76485705;Norrköping;0581;Kommunal;Norrköping;2120000456;184;64;54;66;50;53;76;
Hagagymnasiet skolenhet gul;31771188;Norrköping;0581;Kommunal;Norrköping;2120000456;70;33;24;13;60;26;43;
Hagagymnasiet skolenhet röd;93239262;Norrköping;0581;Kommunal;Norrköping;2120000456;175;56;58;61;61;29;47;
Himmelstalunds Utbildningscentrum;25745773;Norrköping;0581;Region;Region Östergötland;2321000040;254;87;70;97;80;7;48;
Kungsgårdsgymnasiet 1;99976753;Norrköping;0581;Kommunal;Norrköping;2120000456;277;91;95;91;55;31;57;
Kungsgårdsgymnasiet 2;58037626;Norrköping;0581;Kommunal;Norrköping;2120000456;162;83;49;30;41;92;15;
Kungsgårdsgymnasiet 3;14278480;Norrköping;0581;Kommunal;Norrköping;2120000456;170;62;53;55;81;15;35;
Kunskapsgymnasiet Norrköping;75575321;Norrköping;0581;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;541;199;203;139;66;17;72;
Norrköpings Lärlingsgymnasium 1;17204216;Norrköping;0581;Kommunal;Norrköping;2120000456;215;76;59;80;49;23;30;
Norrköpings lärlingsgymnasium 2;35230892;Norrköping;0581;Kommunal;Norrköping;2120000456;37;12;20;5;..;59;..;
Realgymnasiet Norrköping;43284031;Norrköping;0581;Enskild;Lärande i Sverige AB;5565715892;347;123;112;112;30;23;53;
Yrkesgymnasiet Norrköping;67842103;Norrköping;0581;Enskild;Thorengruppen AB;5566139290;48;48;.;.;33;42;35;
Carl Wahren Gymnasium;13963517;Norrtälje;0188;Enskild;Roslagen Education AB;5568027378;154;45;63;46;42;45;16;
Ekebyholmsskolan, gy;24194577;Norrtälje;0188;Enskild;Ekebyholmsskolan Aktiebolag;5562512425;29;16;4;9;66;45;55;
Rodengymnasiet;42258644;Norrtälje;0188;Kommunal;Norrtälje;2120000217;1 238;471;389;378;44;21;43;
Skärgårdsgymnasiet Norrtälje;26267406;Norrtälje;0188;Enskild;Norrtelje teknikgymnasium AB;5567916761;163;63;54;46;26;23;36;
Norsjö gymnasium;25985417;Norsjö;2417;Kommunal;Norsjö;2120002858;6;6;.;.;..;..;..;
Åkrahällskolan Akra01;35035671;Nybro;0881;Kommunal;Nybro;2120000753;96;33;27;36;47;17;28;
Åkrahällskolan Akra02;12130801;Nybro;0881;Kommunal;Nybro;2120000753;206;82;63;61;47;44;44;
Åkrahällskolan Akra03;51736304;Nybro;0881;Kommunal;Nybro;2120000753;156;55;45;56;16;40;49;
Praktiska Gymnasiet Nykvarn;53180719;Nykvarn;0140;Enskild;Praktiska Sverige AB;5562575786;254;83;88;83;33;56;25;
Elteknikbranschens gymnasium;27489137;Nyköping;0480;Enskild;Elteknikbranschens Gymnasium i Nyköping AB;5567106637;87;30;30;27;..;..;43;
Framtidsgymnasiet Nyköping;15609112;Nyköping;0480;Enskild;Framtidsgymnasiet Öst AB;5565304481;168;86;38;44;12;39;17;
LBS Kreativa Gymnasiet Nyköping;44285075;Nyköping;0480;Enskild;Ljud & Bildskolan Lbs AB;5564851649;167;54;63;50;32;15;53;
Nyköping Strand Utbildn.center;60424371;Nyköping;0480;Enskild;Nyköping Strand Utbildningscentrum AB;5564710795;153;55;55;43;65;12;48;
Nyköpings Enskilda Gymnasium;95785055;Nyköping;0480;Enskild;Erastos AB;5564418449;507;167;173;167;63;12;75;
Nyköpings gymnasium Gripen;68655578;Nyköping;0480;Kommunal;Nyköping;2120002940;1 046;404;348;294;44;36;46;
Nyköpings gymnasium Nico;68741484;Nyköping;0480;Kommunal;Nyköping;2120002940;383;140;123;120;53;47;36;
Nyköpings gymnasium Skavsta;17062663;Nyköping;0480;Kommunal;Nyköping;2120002940;228;81;81;66;15;25;42;
Realgymnasiet Nyköping;56267421;Nyköping;0480;Enskild;Lärande i Sverige AB;5565715892;89;29;30;30;84;..;46;
Öknaskolan;34990065;Nyköping;0480;Region;Region Sörmland;2321000032;228;72;79;77;47;7;49;
Nynäshamns gymnasium;37054246;Nynäshamn;0192;Kommunal;Nynäshamn;2120000233;439;208;134;97;39;34;46;
Brinellgymnasiet 1;96383883;Nässjö;0682;Kommunal;Nässjö;2120000548;221;77;58;86;27;53;28;
Brinellgymnasiet 2;39199869;Nässjö;0682;Kommunal;Nässjö;2120000548;332;103;114;115;27;28;52;
Brinellgymnasiet 3;62216381;Nässjö;0682;Kommunal;Nässjö;2120000548;262;96;78;88;71;23;52;
Brinellgymnasiet 4;31179045;Nässjö;0682;Kommunal;Nässjö;2120000548;315;125;96;94;57;48;40;
Klaragymnasiet med internat;15763669;Olofström;1060;Kommunal;Kommunsamverkan Cura Individutveckling;2220000711;52;17;9;26;38;..;48;
Nordenbergsskolan 1;59655752;Olofström;1060;Kommunal;Olofström;2120000811;236;108;62;66;27;39;40;
Nordenbergsskolan 2;88750078;Olofström;1060;Kommunal;Olofström;2120000811;304;91;95;118;50;24;50;
Gymnasiet;41878314;Orust;1421;Kommunal;Orust;2120001314;20;16;.;4;..;..;..;
Ekbackeskolan Ro1;41555549;Osby;1273;Kommunal;Osby;2120000902;235;64;89;82;62;21;42;
Ekbackeskolan Ro2;98876996;Osby;1273;Kommunal;Osby;2120000902;175;81;30;64;59;45;37;
Yrkesskolan, introduktionsprogrammet;19878579;Osby;1273;Kommunal;Osby;2120000902;29;10;13;6;..;..;..;
Etec Teknikutbildning AB;22383788;Oskarshamn;0882;Enskild;Etec Teknikutbildning AB;5562216027;80;28;27;25;..;..;53;
Oscarsgymnasiet A;85459854;Oskarshamn;0882;Kommunal;Oskarshamn;2120000761;251;89;88;74;66;24;51;
Oscarsgymnasiet B;81876614;Oskarshamn;0882;Kommunal;Oskarshamn;2120000761;320;92;96;132;25;34;50;
Oscarsgymnasiet C;44963095;Oskarshamn;0882;Kommunal;Oskarshamn;2120000761;169;57;62;50;44;15;42;
Oscarsgymnasiet D;18711877;Oskarshamn;0882;Kommunal;Oskarshamn;2120000761;194;62;51;81;63;23;43;
Oscarsgymnasiet E/GS;67167389;Oskarshamn;0882;Kommunal;Oskarshamn;2120000761;59;32;16;11;47;69;31;
Voxnadalens gymnasium;67071618;Ovanåker;2121;Kommunal;Ovanåker;2120002304;272;94;82;96;41;27;36;
Lapplands Gymnasium Pajala;75324351;Pajala;2521;Kommunal;Lapplands Kommunalförbund;2220000760;151;46;55;50;47;22;40;
Partille Gymnasium;61229217;Partille;1402;Kommunal;Partille;2120001272;410;146;124;140;31;39;41;
Perstorp Tekniska Gymnasium;58929357;Perstorp;1275;Enskild;Perstorp Aktiebolag;5560246513;64;17;23;24;17;20;66;
Grans naturbruksgymnasium;42517257;Piteå;2581;Kommunal;Piteå;2120002759;144;51;43;50;77;..;48;
Strömbacka Hugin;59575030;Piteå;2581;Kommunal;Piteå;2120002759;346;109;131;106;44;14;69;
Strömbacka Magne;93503103;Piteå;2581;Kommunal;Piteå;2120002759;177;59;58;60;20;7;42;
Strömbacka Mimer;18617410;Piteå;2581;Kommunal;Piteå;2120002759;316;118;111;87;69;20;51;
Strömbacka Mjölner;41697930;Piteå;2581;Kommunal;Piteå;2120002759;294;104;106;84;16;9;52;
Strömbacka Munin;28025244;Piteå;2581;Kommunal;Piteå;2120002759;303;124;80;99;66;12;55;
Jämtlands Gymn, Bispgården;17184072;Ragunda;2303;Kommunal;Jämtlands Gymnasieförbund;2220001636;32;23;4;5;..;..;..;
Blekinge Naturbruksgymnasium;86896907;Ronneby;1081;Kommunal;Ronneby;2120000837;115;41;45;29;62;..;41;
Gymnasieskolan Knut Hahn 1;40338843;Ronneby;1081;Kommunal;Ronneby;2120000837;300;105;84;111;59;20;57;
Gymnasieskolan Knut Hahn 2;77440824;Ronneby;1081;Kommunal;Ronneby;2120000837;307;125;99;83;27;29;56;
Gymnasieskolan Knut Hahn 3;13883567;Ronneby;1081;Kommunal;Ronneby;2120000837;178;55;53;70;38;73;24;
Gymnasieskolan Knut Hahn 4;71069359;Ronneby;1081;Kommunal;Ronneby;2120000837;63;20;22;21;19;21;57;
Stiernhööksgymnasiet;14292382;Rättvik;2031;Kommunal;Rättvik;2120002171;469;163;175;131;52;7;43;
Kungsängsgymnasiet;87859089;Sala;1981;Kommunal;Sala;2120002098;428;133;162;133;47;31;42;
Ösbygymnasiet;54764253;Sala;1981;Kommunal;Sala;2120002098;236;90;81;65;50;13;34;
Rönninge gymnasium;98908403;Salem;0128;Kommunal;Salem;2120002874;481;133;165;183;50;71;45;
Bessemerskolan;16493131;Sandviken;2181;Kommunal;Sandviken;2120002346;837;293;265;279;46;26;49;
Bessemerskolan_IM;33528519;Sandviken;2181;Kommunal;Sandviken;2120002346;196;116;47;33;41;58;18;
Göranssonska skolan;41119610;Sandviken;2181;Enskild;Sandvik Utbildningsaktiebolag;5563048791;197;66;66;65;30;13;75;
Arlandagymnasiet 1;83272868;Sigtuna;0191;Kommunal;Sigtuna;2120000225;586;194;202;190;40;37;53;
Arlandagymnasiet 2;66912789;Sigtuna;0191;Kommunal;Sigtuna;2120000225;92;47;30;15;42;89;13;
Arlandagymnasiet 3;48304166;Sigtuna;0191;Kommunal;Sigtuna;2120000225;374;154;136;84;24;55;36;
Praktiska Gymnasiet Märsta;24982097;Sigtuna;0191;Enskild;Praktiska Sverige AB;5562575786;112;28;52;32;26;51;26;
Sigtunaskolan hum. läroverket, gy;45552626;Sigtuna;0191;Enskild;Sigtuna Skolstiftelse;8148002879;315;101;106;108;58;15;76;
Sigtunaskolan hum. läroverket, int gy;50906954;Sigtuna;0191;Enskild;Sigtuna Skolstiftelse;8148002879;153;42;57;54;58;78;35;
Nova Academy;16748680;Simrishamn;1291;Kommunal;Simrishamn;2120000969;203;69;68;66;51;26;62;
Österlengymnasiet;68597767;Simrishamn;1291;Kommunal;Simrishamn;2120000969;88;27;33;28;48;42;22;
Malenagymnasiet;27964873;Sjöbo;1265;Kommunal;Sjöbo;2120001090;238;89;79;70;27;11;26;
Katedralskolan Skara Enhet 1;65674821;Skara;1495;Kommunal;Skara;2120001702;196;88;55;53;43;38;42;
Katedralskolan Skara Enhet 2;30706655;Skara;1495;Kommunal;Skara;2120001702;224;56;81;87;39;23;44;
Katedralskolan Skara Enhet 3;92332557;Skara;1495;Kommunal;Skara;2120001702;203;65;66;72;58;52;47;
Naturbruksskolan Uddetorp;46332927;Skara;1495;Region;Västra Götalandsregionen;2321000131;155;57;58;40;19;..;42;
Olinsgymnasiet;16555851;Skara;1495;Enskild;Olinsgymnasiet i Skara AB;5569998932;109;52;36;21;56;19;63;
Anderstorpsgymnasiet 1;78821574;Skellefteå;2482;Kommunal;Skellefteå;2120002643;130;55;38;37;11;..;47;
Anderstorpsgymnasiet 2;70408763;Skellefteå;2482;Kommunal;Skellefteå;2120002643;245;106;74;65;75;7;61;
Anderstorpsgymnasiet 3;99620228;Skellefteå;2482;Kommunal;Skellefteå;2120002643;434;163;124;147;49;11;59;
Anderstorpsgymnasiet 4;42440084;Skellefteå;2482;Kommunal;Skellefteå;2120002643;102;27;39;36;52;11;34;
Anderstorpsgymnasiet 5;70815774;Skellefteå;2482;Kommunal;Skellefteå;2120002643;296;127;84;85;71;17;62;
Anderstorpsgymnasiet 6;21080571;Skellefteå;2482;Kommunal;Skellefteå;2120002643;39;27;9;3;38;28;..;
Anderstorpsgymnasiet Hammarängen;24653673;Skellefteå;2482;Kommunal;Skellefteå;2120002643;67;2;35;30;24;..;48;
Baldergymnasiet 1;58200871;Skellefteå;2482;Kommunal;Skellefteå;2120002643;160;44;64;52;27;11;54;
Baldergymnasiet 3;90505849;Skellefteå;2482;Kommunal;Skellefteå;2120002643;173;135;22;16;34;72;17;
Baldergymnasiet 4;83880861;Skellefteå;2482;Kommunal;Skellefteå;2120002643;286;95;84;107;22;13;72;
Baldergymnasiet 5;71099568;Skellefteå;2482;Kommunal;Skellefteå;2120002643;322;97;116;109;65;27;59;
Baldergymnasiet 6;51145165;Skellefteå;2482;Kommunal;Skellefteå;2120002643;102;29;38;35;70;12;47;
Guldstadsgymnasiet i Skellefteå;90990441;Skellefteå;2482;Enskild;Honesta Skolutveckling AB;5569173635;126;41;45;40;55;22;38;
Naturbruksgymnasiet i Burträsk;86319615;Skellefteå;2482;Kommunal;Skellefteå;2120002643;75;25;28;22;40;..;37;
Praktiska Gymnasiet Skellefteå;87303004;Skellefteå;2482;Enskild;Praktiska Sverige AB;5562575786;161;55;48;58;39;57;19;
Yrkesgymnasiet Skellefteå;97835550;Skellefteå;2482;Enskild;Thorengruppen AB;5566139290;114;37;47;30;19;35;25;
Nils Holgerssongy i Skurup;22446331;Skurup;1264;Kommunal;Skurup;2120001082;194;74;66;54;26;10;27;
Drottning Blankas Gymnasieskola Skövde;26508763;Skövde;1496;Enskild;DBGY Juvelen AB;5565789129;281;110;96;75;74;35;31;
Gymnasieskola enhet 882;42287353;Skövde;1496;Kommunal;Skövde;2120001710;217;70;77;70;54;16;41;
Kavelbro enhet 876;42911621;Skövde;1496;Kommunal;Skövde;2120001710;390;148;121;121;19;7;44;
Kavelbro enhet 878;43998440;Skövde;1496;Kommunal;Skövde;2120001710;158;70;51;37;39;63;21;
Lichron Teknikgymnasium Skövde;75027822;Skövde;1496;Enskild;Lichron Teknik AB;5567560635;108;36;36;36;15;12;48;
NTI Gymnasiet Skövde;26671095;Skövde;1496;Enskild;NTI Gymnasiet Ellips AB;5565970471;217;75;77;65;20;25;48;
Praktiska Gymnasiet Skövde;14504503;Skövde;1496;Enskild;Praktiska Sverige AB;5562575786;192;81;57;54;31;46;26;
Volvogymnasiet Skövde;21850904;Skövde;1496;Enskild;Volvo Personvagnar Aktiebolag;5560743089;143;48;49;46;34;7;74;
Västerhöjd enhet 871;65320354;Skövde;1496;Kommunal;Skövde;2120001710;485;160;155;170;50;23;76;
Västerhöjd enhet 872;77544055;Skövde;1496;Kommunal;Skövde;2120001710;379;128;127;124;55;22;62;
Västerhöjd enhet 873;49112879;Skövde;1496;Kommunal;Skövde;2120001710;281;94;100;87;71;19;48;
Västerhöjd enhet 874;30279258;Skövde;1496;Kommunal;Skövde;2120001710;392;136;139;117;64;22;65;
VBU Smeden;12496135;Smedjebacken;2061;Kommunal;Västerbergslagens Utbildningsförbund,VBU;2220000802;80;32;31;17;58;39;26;
VBU Stegelbacken;29220606;Smedjebacken;2061;Kommunal;Västerbergslagens Utbildningsförbund,VBU;2220000802;60;22;14;24;32;100;18;
Sollefteå gymnasium;76903284;Sollefteå;2283;Kommunal;Sollefteå;2120002437;631;212;189;230;44;25;43;
Consensum Gymnasium Sollentuna;68649663;Sollentuna;0163;Enskild;Consensum Lund AB;5566023684;149;52;46;51;69;70;28;
Häggviks Gymnasium;43623146;Sollentuna;0163;Enskild;Utvecklingspedagogik Sverige Aktiebolag;5564715729;33;14;7;12;42;..;58;
KLARA Teoretiska Gymnasium Sollentuna;49141105;Sollentuna;0163;Enskild;KLARA Gymnasium Lärande AB;5565583282;193;62;62;69;56;87;47;
NTI Gymnasiet Sollentuna;15870428;Sollentuna;0163;Enskild;NTI Gymnasiet Macro AB;5561203679;193;56;76;61;9;48;47;
Rudbeck AST-enheten;53709553;Sollentuna;0163;Kommunal;Sollentuna;2120000134;42;16;12;14;40;..;76;
Rudbeck Ekonomiprogrammet;26646080;Sollentuna;0163;Kommunal;Sollentuna;2120000134;540;182;196;162;52;20;78;
Rudbeck El- och Teknikprogrammet;26750052;Sollentuna;0163;Kommunal;Sollentuna;2120000134;403;139;137;127;14;17;80;
Rudbeck Humanistiska och Estetiska programmet;26996566;Sollentuna;0163;Kommunal;Sollentuna;2120000134;107;35;39;33;69;21;72;
Rudbeck Introduktionsprogrammet;15832056;Sollentuna;0163;Kommunal;Sollentuna;2120000134;182;95;55;32;46;60;42;
Rudbeck Naturvetenskapsprogrammet;27704246;Sollentuna;0163;Kommunal;Sollentuna;2120000134;500;176;170;154;55;29;88;
Rudbeck Samhällsvetenskapsprogrammet;57246966;Sollentuna;0163;Kommunal;Sollentuna;2120000134;451;151;154;146;63;20;71;
Yrkesgymnasiet Sollentuna;81997762;Sollentuna;0163;Enskild;Thorengruppen AB;5566139290;254;98;81;75;44;47;31;
Ingridskolan, gymnasiet;28967085;Solna;0184;Enskild;Ingridskolan AB;5566222013;51;17;15;19;49;..;76;
Johan Movingers Gymnasium;69747871;Solna;0184;Enskild;Johan Movingers Gymnasium;8024142781;66;15;17;34;55;74;55;
LBS Kreativa Gymnasiet Stockholm Norra;18106851;Solna;0184;Enskild;Ljud & Bildskolan Lbs AB;5564851649;347;122;124;101;14;22;63;
NTI Vetenskapsgymnasiet Solna;71164175;Solna;0184;Enskild;NTI Gymnasiet Macro AB;5561203679;80;54;26;.;28;58;68;
Peabskolan Solna;70119254;Solna;0184;Enskild;Peabskolan AB;5564427432;84;35;26;23;..;27;35;
ProCivitas Privata Gymnasium Karlberg;29733255;Solna;0184;Enskild;ProCivitas Privata Gymnasium AB;5566157102;154;98;55;1;55;27;66;
Psykologigymnasiet;31151740;Solna;0184;Enskild;Psykologigymnasiet Sverige AB;5567295885;149;68;45;36;74;30;56;
Solna Gymnasium;79346084;Solna;0184;Kommunal;Solna;2120000183;772;312;225;235;44;41;61;
Thoren Business School Solna;28264170;Solna;0184;Enskild;Thorengruppen AB;5566139290;284;146;138;.;51;58;48;
Thoren Innovation School Solna;63837179;Solna;0184;Enskild;Thoren Innovation School AB;5568902653;85;85;.;.;25;59;46;
Yrkesgymnasiet Solna;63437833;Solna;0184;Enskild;Thorengruppen AB;5566139290;180;118;61;1;46;49;31;
Sorsele gymnasieskola;98927766;Sorsele;2422;Kommunal;Sorsele;2120002585;3;3;.;.;..;..;..;
Sotenäs Gymnasieskola;19456482;Sotenäs;1427;Kommunal;Sotenäs;2120001322;23;15;6;2;..;61;..;
Hvilan Gymnasium Kabbarp;34222422;Staffanstorp;1230;Enskild;Hvilan Utbildning AB;5566066980;74;42;9;23;47;26;53;
Kometskolan Introduktionsprogram;31688123;Staffanstorp;1230;Kommunal;Staffanstorp;2120001017;26;24;2;.;..;65;..;
Munkeröds utb.c., Stenungsund;84230226;Stenungsund;1415;Enskild;Munkeröds Utbildningscenter Aktiebolag;5562067495;9;.;6;3;..;..;..;
Nösnäsgymnasiet 1;42060237;Stenungsund;1415;Kommunal;Stenungsund;2120001298;203;80;67;56;15;9;43;
Nösnäsgymnasiet 2;89816391;Stenungsund;1415;Kommunal;Stenungsund;2120001298;258;104;66;88;63;17;54;
Nösnäsgymnasiet 3;14448619;Stenungsund;1415;Kommunal;Stenungsund;2120001298;353;123;130;100;64;12;66;
Nösnäsgymnasiet 4;12546590;Stenungsund;1415;Kommunal;Stenungsund;2120001298;356;129;113;114;21;8;71;
Nösnäsgymnasiet 5;38604678;Stenungsund;1415;Kommunal;Stenungsund;2120001298;112;64;35;13;40;53;17;
Anna Whitlocks gymnasium 54040574;54040574;Stockholm;0180;Kommunal;Stockholm;2120000142;2 150;794;699;657;66;15;83;
Bergstrands Gymnasium Stockholm;26298615;Stockholm;0180;Enskild;Bergstrands Gymnasium AB;5566753736;249;87;74;88;6;43;31;
Bernadottegymnasiet 77176811;77176811;Stockholm;0180;Kommunal;Stockholm;2120000142;411;155;130;126;38;17;65;
Blackebergs gymnasium 85152591;85152591;Stockholm;0180;Kommunal;Stockholm;2120000142;1 210;485;362;363;58;21;82;
Bromma gymnasium 54117171;54117171;Stockholm;0180;Kommunal;Stockholm;2120000142;1 248;433;432;383;35;26;71;
Campus Manilla Gymnasium;48120273;Stockholm;0180;Enskild;Campus Manilla Utbildning AB;5568834765;260;86;88;86;66;6;90;
Cybergymnasiet Stockholm;94167577;Stockholm;0180;Enskild;Cybergymnasiet Stockholm AB;5565547964;1 137;400;382;355;42;64;45;
Dansgymnasiet Stockholm;70404319;Stockholm;0180;Enskild;Vasiliou Education AB;5568920218;148;50;43;55;72;63;35;
Designgymnasiet Kungsholmen;27023528;Stockholm;0180;Enskild;Designgymnasiet i Sverige AB;5569320681;322;106;107;109;48;39;53;
Didaktus Liljeholmen;53903798;Stockholm;0180;Enskild;Didaktus Skolor AB;5564732856;551;163;208;180;57;80;28;
Distra Gymnasium;85782695;Stockholm;0180;Enskild;Distra Utbildnings Center AB;5566064209;250;94;88;68;21;55;29;
Djurgymnasiet Stockholm;98815582;Stockholm;0180;Enskild;Animallogos AB;5566205455;315;112;100;103;84;15;53;
Drottning Blankas Gymnasieskola Stockholm Kungsholmen;85516596;Stockholm;0180;Enskild;DBGY Juvelen AB;5565789129;370;156;117;97;72;48;37;
Drottning Blankas Gymnasieskola Stockholm Södra;97770837;Stockholm;0180;Enskild;DBGY Kronan AB;5565668794;479;179;154;146;78;24;56;
Elektrikergymnasiet;21312503;Stockholm;0180;Enskild;Stockholms El-utbildning AB;5566814801;164;55;55;54;..;16;50;
Enskilda gymnasiet, gy;69650864;Stockholm;0180;Enskild;Enskilda Gymnasiet;8020126531;289;126;100;63;63;11;93;
ESS-gymnasiet 84286715;84286715;Stockholm;0180;Kommunal;Stockholm;2120000142;294;145;94;55;44;35;53;
Framtidsgymnasiet Stockholm;14926020;Stockholm;0180;Enskild;Framtidsgymnasiet i Göteborg Aktiebolag;5564781606;142;54;43;45;..;54;26;
Franska Skolan/Ecole francaise Gymnasium;41938272;Stockholm;0180;Enskild;Stiftelsen Franska Skolan;8020061530;299;99;103;97;62;18;89;
Globala gymnasiet 76054399;76054399;Stockholm;0180;Kommunal;Stockholm;2120000142;713;273;238;202;64;29;74;
Grillska Gymnasiet Kungsholmen;21627442;Stockholm;0180;Enskild;Stadsmissionens Skolstiftelse;8020170794;188;69;58;61;43;31;43;
Grillska Gymnasiet Stockholm;33132452;Stockholm;0180;Enskild;Stadsmissionens Skolstiftelse;8020170794;600;212;196;192;51;49;40;
Hermods Distansgymnasium;70811222;Stockholm;0180;Enskild;Hermods Aktiebolag;5560440017;97;37;37;23;52;36;53;
Hvilan Gymnasium Stockholm;24716263;Stockholm;0180;Enskild;Hvilan Utbildning AB;5566066980;452;245;133;74;44;24;63;
International IT College of Sweden Stockholm;35084976;Stockholm;0180;Enskild;Edinit AB;5563114445;369;127;126;116;47;56;62;
International School of the Stockholm Region 25525759;25525759;Stockholm;0180;Kommunal;Stockholm;2120000142;261;81;86;94;54;68;70;
Internationella Engelska Gymnasiet Södermalm;77632411;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;740;259;239;242;59;52;77;
Internationella Hotell- och Restaurangskolan;56653353;Stockholm;0180;Enskild;KLARA Gymnasium Kunskap AB;5566303938;167;56;57;54;28;29;54;
Internationella Kunskapsgymnasiet;49068301;Stockholm;0180;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;240;90;79;71;56;44;60;
JENSEN Gymnasium Norra;38195284;Stockholm;0180;Enskild;Jensen Education College AB;5566358759;699;206;207;286;57;41;56;
JENSEN Gymnasium Södra;97510495;Stockholm;0180;Enskild;Jensen Education College AB;5566358759;672;228;225;219;60;48;56;
KLARA Teoretiska Gymnasium Stockholm Norra;89461767;Stockholm;0180;Enskild;KLARA Gymnasium Kunskap AB;5566303938;278;97;89;92;69;65;56;
KLARA Teoretiska Gymnasium Stockholm Södra;94717858;Stockholm;0180;Enskild;KLARA Gymnasium Kunskap AB;5566303938;412;162;124;126;41;18;73;
KLARA Teoretiska Gymnasium Stockholm Västra;73812226;Stockholm;0180;Enskild;KLARA Gymnasium Lärande AB;5565583282;305;105;111;89;42;66;52;
KLARA Teoretiska Gymnasium Stockholm Östra;17911161;Stockholm;0180;Enskild;KLARA Gymnasium Bildning AB;5565286696;381;150;116;115;59;76;41;
