Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Antal elever
Valt läsår: 2018/19


Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Antal elever;Antal elever skolår 1;Antal elever skolår 2;Antal elever skolår 3;Andel kvinnor (%);Andel m utl bakgr (%);Andel m högutb föräldrar (%);
Sjögrenska gymnasiet;97064126;Knivsta;0330;Kommunal;Knivsta;2120003013;83;40;28;15;40;88;..;
Räddningsgymnasiet Sandö;38233622;Kramfors;2282;Kommunal;Kramfors;2120002429;66;18;18;30;61;17;67;
Ådalsskolan 2;48722826;Kramfors;2282;Kommunal;Kramfors;2120002429;635;315;176;144;45;33;34;
Academy of Retail and Business (ARB);85014247;Kristianstad;1290;Enskild;Academy of Retail and Business Education Kristianstad AB;5569863433;29;29;.;.;..;..;52;
Christian 4:s Gymnasium ES;73063662;Kristianstad;1290;Kommunal;Kristianstad;2120000951;171;53;54;64;71;17;64;
Christian 4:s Gymnasium HA, HT;20734425;Kristianstad;1290;Kommunal;Kristianstad;2120000951;22;22;.;.;73;..;..;
Christian 4:s Gymnasium IM;71073360;Kristianstad;1290;Kommunal;Kristianstad;2120000951;54;52;.;2;35;20;39;
Drottning Blankas Gymnasieskola Kristianstad;67554405;Kristianstad;1290;Enskild;Plusgymnasiet AB;5565789129;566;211;193;162;68;31;39;
Framtidsgymnasiet Kristianstad;71571158;Kristianstad;1290;Enskild;Framtidsgymnasiet i Sverige AB;5565755500;342;146;121;75;8;75;12;
LBS Ljud & Bildskolan Kristianstad;43251309;Kristianstad;1290;Enskild;Ljud & Bildskolan Lbs AB;5564851649;150;74;38;38;15;21;59;
Milnergymnasiet BF, HV, VO;97596286;Kristianstad;1290;Kommunal;Kristianstad;2120000951;296;111;99;86;76;28;40;
NTI Gymnasiet Kristianstad;53691739;Kristianstad;1290;Enskild;IT Gymnasiet Sverige AB;5565970471;154;53;48;53;..;53;39;
Praktiska Kristianstad;86473502;Kristianstad;1290;Enskild;Praktiska Sverige AB;5562575786;112;45;34;33;62;56;21;
Söderportgymnasiet EK;59849681;Kristianstad;1290;Kommunal;Kristianstad;2120000951;96;93;3;.;58;18;70;
Söderportgymnasiet HA, IB, NA;98239050;Kristianstad;1290;Kommunal;Kristianstad;2120000951;195;61;62;72;57;63;52;
Söderportgymnasiet HU, SA;73944169;Kristianstad;1290;Kommunal;Kristianstad;2120000951;464;93;204;167;56;23;65;
Söderportgymnasiet IM;13520728;Kristianstad;1290;Kommunal;Kristianstad;2120000951;125;125;.;.;27;95;13;
Söderportgymnasiet RG;94455820;Kristianstad;1290;Kommunal;Kristianstad;2120000951;14;2;3;9;..;..;..;
Wendesgymnasiet BA, HV;58368956;Kristianstad;1290;Kommunal;Kristianstad;2120000951;178;58;61;59;..;10;38;
Wendesgymnasiet FT, VF;73567152;Kristianstad;1290;Kommunal;Kristianstad;2120000951;169;61;48;60;10;14;38;
Önnestadsgymnasiet;61547652;Kristianstad;1290;Enskild;Hushållningssällskapets Kompetensutveckling i Syd AB (HUSKAB);5567502777;168;61;57;50;60;..;36;
Österänggymnasiet EE, IN, RL;60209222;Kristianstad;1290;Kommunal;Kristianstad;2120000951;222;81;70;71;23;22;39;
Österänggymnasiet HT, SA;62104139;Kristianstad;1290;Kommunal;Kristianstad;2120000951;156;6;76;74;71;26;60;
Österänggymnasiet IM;21702982;Kristianstad;1290;Kommunal;Kristianstad;2120000951;166;166;.;.;35;92;10;
Österänggymnasiet NA, TE;87034307;Kristianstad;1290;Kommunal;Kristianstad;2120000951;494;210;142;142;41;28;74;
Brogårdsgymnasiet;78872213;Kristinehamn;1781;Kommunal;Kristinehamn;2120001868;429;186;118;125;46;34;48;
Presterudsgymnasiet;84286698;Kristinehamn;1781;Kommunal;Kristinehamn;2120001868;186;100;55;31;33;32;20;
Dille Gård Naturbruksgymnasium;62490359;Krokom;2309;Enskild;Dille Gård AB;5564173853;94;44;22;28;65;..;56;
Jämtlands Gymn, Torsta;64725297;Krokom;2309;Kommunal;Jämtlands gymnasieförbund;2220001636;108;41;32;35;34;..;53;
Jämtlands Gymn, Wången;43362941;Krokom;2309;Kommunal;Jämtlands gymnasieförbund;2220001636;72;20;26;26;88;19;43;
John Norlandergymnasiet;23350817;Kumla;1881;Kommunal;Kumla;2120001975;130;56;45;29;35;52;12;
Aranäsgymnasiet Enhet 1;76860623;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;283;124;90;69;58;17;63;
Aranäsgymnasiet Enhet 2;58191646;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;371;130;128;113;68;9;68;
Aranäsgymnasiet Enhet 3;80405898;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;346;193;89;64;31;23;64;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;241;86;79;76;66;16;59;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;92;31;33;28;..;..;37;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;79;25;25;29;49;16;54;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;167;78;45;44;82;17;46;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;217;95;68;54;21;11;29;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;204;99;51;54;42;24;72;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;449;149;150;150;45;6;65;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;229;86;66;77;51;14;37;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;323;102;111;110;4;11;68;
LBS Ljud & Bildskolan Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;81;29;26;26;17;14;59;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;110;46;36;28;37;28;21;
Språkintroduktion Kungsbacka;30375335;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;81;81;.;.;27;100;..;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;77;22;32;23;100;..;43;
Kungsörs Gymnasium;95992977;Kungsör;1960;Kommunal;Kungsör;2120002056;40;6;14;20;33;100;..;
Mimers Hus gymnasium Hugin;57397381;Kungälv;1482;Kommunal;Kungälv;2120001371;652;230;221;201;60;17;55;
Mimers Hus gymnasium Munin;56947954;Kungälv;1482;Kommunal;Kungälv;2120001371;876;316;292;268;24;26;45;
Kävlinge Lärcentrum, gymn.;88192227;Kävlinge;1261;Kommunal;Kävlinge;2120001058;65;65;.;.;42;77;15;
Ullvigymnasiet;72022487;Köping;1983;Kommunal;Köping;2120002114;1 003;464;272;267;40;32;40;
Osbecksgymnasiet RO1;71512894;Laholm;1381;Kommunal;Laholm;2120001223;288;117;74;97;47;16;56;
Osbecksgymnasiet RO2;70969556;Laholm;1381;Kommunal;Laholm;2120001223;136;64;40;32;29;22;35;
Osbecksgymnasiet RO3;11311971;Laholm;1381;Kommunal;Laholm;2120001223;86;24;29;33;37;77;22;
Öresundsgymnasiet Landskrona;28248021;Landskrona;1282;Kommunal;Landskrona;2120001140;486;185;152;149;42;74;28;
Gymnasieutbildning i Lekeberg;24445686;Lekeberg;1814;Kommunal;Lekeberg;2120002981;14;6;8;.;..;79;..;
Leksands gymnasium;44417214;Leksand;2029;Kommunal;Leksand;2120002163;524;173;174;177;46;19;52;
Lerums Gymnasium, skolenhet 1;25025681;Lerum;1441;Kommunal;Lerum;2120001447;234;86;73;75;57;15;56;
Lerums Gymnasium, skolenhet 2;88776535;Lerum;1441;Kommunal;Lerum;2120001447;269;92;81;96;35;10;84;
Lerums Gymnasium, skolenhet 3;29351272;Lerum;1441;Kommunal;Lerum;2120001447;145;128;17;.;23;66;13;
Lerums Gymnasium, skolenhet 4;49488344;Lerum;1441;Kommunal;Lerum;2120001447;174;56;62;56;61;17;51;
Lerums Gymnasium, skolenhet 5;74408578;Lerum;1441;Kommunal;Lerum;2120001447;425;175;144;106;24;14;52;
Lessebo Gymnasium;75395882;Lessebo;0761;Kommunal;Lessebo;2120000613;82;36;42;4;38;89;17;
Hersby gymnasium;71043974;Lidingö;0186;Kommunal;Lidingö;2120000191;1 069;446;303;320;39;18;76;
Lunagymnasiet;57777751;Lidingö;0186;Enskild;Utvecklingspedagogik Sverige Aktiebolag;5564715729;51;18;16;17;47;..;76;
Stillerska filmgymnasiet;38732602;Lidingö;0186;Enskild;Stillerska AB;5567777270;55;21;15;19;29;20;53;
De la Gardiegymnasiet, enhet 1;89807183;Lidköping;1494;Kommunal;Lidköping;2120001694;348;135;106;107;39;14;75;
De la Gardiegymnasiet, enhet 2;86724994;Lidköping;1494;Kommunal;Lidköping;2120001694;294;105;95;94;8;5;45;
De la Gardiegymnasiet, enhet 3;61161774;Lidköping;1494;Kommunal;Lidköping;2120001694;509;148;194;167;63;15;62;
De la Gardiegymnasiet, enhet 4;86158933;Lidköping;1494;Kommunal;Lidköping;2120001694;255;84;94;77;73;9;46;
De la Gardiegymnasiet, enhet 5;39179525;Lidköping;1494;Kommunal;Lidköping;2120001694;219;71;91;57;25;79;11;
De la Gardiegymnasiet, enhet 6;14102256;Lidköping;1494;Kommunal;Lidköping;2120001694;316;138;99;79;66;21;37;
Lindeskolan LS 1;75082280;Lindesberg;1885;Kommunal;Lindesberg;2120002015;74;42;25;7;42;16;14;
Lindeskolan LS 2;75914181;Lindesberg;1885;Kommunal;Lindesberg;2120002015;273;96;86;91;65;21;44;
Lindeskolan LS 3;39302565;Lindesberg;1885;Kommunal;Lindesberg;2120002015;236;92;64;80;13;14;43;
Lindeskolan LS 4;96818167;Lindesberg;1885;Kommunal;Lindesberg;2120002015;323;92;94;137;45;69;29;
Anders Ljungstedts gymnasium 10;89357497;Linköping;0580;Kommunal;Linköping;2120000449;61;27;18;16;..;44;36;
Anders Ljungstedts gymnasium 3;36072799;Linköping;0580;Kommunal;Linköping;2120000449;153;64;47;42;87;23;35;
Anders Ljungstedts gymnasium 4;61432781;Linköping;0580;Kommunal;Linköping;2120000449;253;88;83;82;9;19;36;
Anders Ljungstedts gymnasium 7;78287294;Linköping;0580;Kommunal;Linköping;2120000449;122;45;45;32;48;18;39;
Anders Ljungstedts gymnasium 8;74316305;Linköping;0580;Kommunal;Linköping;2120000449;158;66;49;43;6;28;49;
Anders Ljungstedts gymnasium 9;39096170;Linköping;0580;Kommunal;Linköping;2120000449;297;104;104;89;44;75;14;
Berzeliusskolan 1;79527481;Linköping;0580;Kommunal;Linköping;2120000449;476;159;157;160;19;15;80;
Berzeliusskolan 2;67300857;Linköping;0580;Kommunal;Linköping;2120000449;333;129;117;87;51;25;81;
Berzeliusskolan 3;55047771;Linköping;0580;Kommunal;Linköping;2120000449;11;4;4;3;..;..;..;
Berzeliusskolan 7;67809400;Linköping;0580;Kommunal;Linköping;2120000449;38;8;11;19;..;100;..;
Birgittaskolan 1;99279503;Linköping;0580;Kommunal;Linköping;2120000449;331;138;87;106;64;56;40;
Birgittaskolan 2;63653488;Linköping;0580;Kommunal;Linköping;2120000449;74;25;18;31;24;..;66;
Björkö Fria Gymnasium;84476205;Linköping;0580;Enskild;Stiftelsen Waldorfpedagogik i Vreta Kloster;8220027596;136;56;45;35;69;50;50;
Drottning Blankas Gymnasieskola Linköping;70412563;Linköping;0580;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;68;29;39;.;74;57;31;
Folkungaskolan 1;24544503;Linköping;0580;Kommunal;Linköping;2120000449;271;85;90;96;59;11;72;
Folkungaskolan 2;25392789;Linköping;0580;Kommunal;Linköping;2120000449;452;158;124;170;70;15;70;
Folkungaskolan 3;64394770;Linköping;0580;Kommunal;Linköping;2120000449;41;17;9;15;..;100;..;
Framtidsgymnasiet Linköping;72109637;Linköping;0580;Enskild;Framtidsgymnasiet Öst AB;5565304481;124;59;22;43;15;56;15;
Fria Läroverken Linköping;69240218;Linköping;0580;Enskild;Fria Läroverken i Sverige AB;5569172041;368;149;100;119;42;27;55;
Hagströmska gymnasiet Linköping;14057258;Linköping;0580;Enskild;Hagströmska Gymnasiet AB;5567550461;84;30;31;23;25;12;19;
JENSEN Gymnasium Linköping;38460895;Linköping;0580;Enskild;Jensen Education College AB;5566358759;58;22;20;16;78;53;33;
Katedralskolan 1;53821161;Linköping;0580;Kommunal;Linköping;2120000449;37;8;21;8;32;100;..;
Katedralskolan 2;31199511;Linköping;0580;Kommunal;Linköping;2120000449;456;183;124;149;73;38;68;
Katedralskolan 3;12934438;Linköping;0580;Kommunal;Linköping;2120000449;763;281;249;233;57;19;81;
KLARA Teoretiska Gymnasium Linköping;43313366;Linköping;0580;Enskild;Klaragymnasium AB;5566303938;458;163;149;146;63;25;55;
LBS Ljud & Bildskolan Linköping;86787111;Linköping;0580;Enskild;Ljud & Bildskolan Lbs AB;5564851649;207;70;58;79;26;15;55;
Mediateknikerutbildningen, MTU;97868185;Linköping;0580;Enskild;Mediateknikerutbildningen, MTU AB;5564631983;146;53;50;43;38;21;55;
Praktiska Linköping;81551726;Linköping;0580;Enskild;Praktiska Sverige AB;5562575786;145;58;54;33;28;31;23;
Realgymnasiet Linköping;77823650;Linköping;0580;Enskild;Lärande i Sverige AB;5565715892;191;90;53;48;40;21;40;
Thoren Business School Linköping;37550979;Linköping;0580;Enskild;Thorengruppen AB;5566139290;187;51;53;83;59;66;35;
Vreta Utbildningscentrum;52634142;Linköping;0580;Landsting;Östergötlands Läns Landsting;2321000040;405;153;130;122;46;..;40;
Yrkesgymnasiet Linköping;76195214;Linköping;0580;Enskild;Thorengruppen AB;5566139290;280;122;86;72;45;23;32;
RyssbyGymnasiet;32705515;Ljungby;0781;Enskild;Ryssbygymnasiet AB;5566214069;217;80;69;68;27;7;49;
Sunnerbogymnasiet 1;60214465;Ljungby;0781;Kommunal;Ljungby;2120000670;307;176;68;63;39;52;33;
Sunnerbogymnasiet 2;70137084;Ljungby;0781;Kommunal;Ljungby;2120000670;273;101;85;87;27;26;44;
Sunnerbogymnasiet 3;82002016;Ljungby;0781;Kommunal;Ljungby;2120000670;238;90;76;72;51;31;57;
Sunnerbogymnasiet 4;21901328;Ljungby;0781;Kommunal;Ljungby;2120000670;61;19;24;18;92;31;38;
Slottegymnasiet;23306658;Ljusdal;2161;Kommunal;Ljusdal;2120002320;529;217;163;149;47;29;32;
Träutbildningar i Hälsingland;57350392;Ljusdal;2161;Enskild;Träutbildningar i Hälsingland AB;5567796718;67;25;16;26;..;16;30;
ABB Industrigymnasium Ludvika;97535124;Ludvika;2085;Enskild;Industritekniska Gymnasiet Bergslagen AB;5566081740;99;35;32;32;42;12;73;
VBU Högbergsskolan 1;11102578;Ludvika;2085;Kommunal;Västerbergslagens utbildningsförbund,vbu;2220000802;356;124;119;113;65;20;43;
VBU Högbergsskolan 2;69306209;Ludvika;2085;Kommunal;Västerbergslagens utbildningsförbund,vbu;2220000802;305;116;102;87;21;33;41;
VBU Högbergsskolan 3;34488594;Ludvika;2085;Kommunal;Västerbergslagens utbildningsförbund,vbu;2220000802;2;2;.;.;..;..;..;
VBU Malmen;92651253;Ludvika;2085;Kommunal;Västerbergslagens utbildningsförbund,vbu;2220000802;111;42;38;31;20;14;32;
Luleå gymnasieskola, skolenhet A;31740319;Luleå;2580;Kommunal;Luleå;2120002742;137;55;46;36;74;20;42;
Luleå gymnasieskola, skolenhet B;10129345;Luleå;2580;Kommunal;Luleå;2120002742;331;123;92;116;60;19;56;
Luleå gymnasieskola, skolenhet C;17944628;Luleå;2580;Kommunal;Luleå;2120002742;420;141;145;134;73;14;63;
Luleå gymnasieskola, skolenhet D;82826083;Luleå;2580;Kommunal;Luleå;2120002742;212;101;67;44;22;15;42;
Luleå gymnasieskola, skolenhet E;94468610;Luleå;2580;Kommunal;Luleå;2120002742;257;80;53;124;49;53;37;
Luleå gymnasieskola, skolenhet F;94090461;Luleå;2580;Kommunal;Luleå;2120002742;304;101;104;99;42;9;71;
Luleå gymnasieskola, skolenhet G;12954099;Luleå;2580;Kommunal;Luleå;2120002742;298;108;98;92;22;8;75;
Luleå gymnasieskola, skolenhet H;80931789;Luleå;2580;Kommunal;Luleå;2120002742;367;125;127;115;43;18;74;
Luleå Gymnasieskola, skolenhet J;84098842;Luleå;2580;Kommunal;Luleå;2120002742;110;51;44;15;54;10;49;
NTI Gymnasiet Luleå;90473340;Luleå;2580;Enskild;Nordens Teknikerinstitut Aktiebolag (Nti);5561203679;181;56;75;50;19;19;56;
Praktiska Luleå;26167236;Luleå;2580;Enskild;Praktiska Sverige AB;5562575786;203;68;54;81;60;14;30;
Consensum Gymnasium Lund;69807202;Lund;1281;Enskild;Consensum Lund AB;5566023684;244;82;88;74;62;48;42;
Drottning Blankas Gymnasieskola Lund;64648904;Lund;1281;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;249;114;70;65;67;16;53;
Gymnasieskolan Spyken;75939593;Lund;1281;Kommunal;Lund;2120001132;1 175;411;401;363;70;15;85;
Gymnasieskolan Vipan;63035915;Lund;1281;Kommunal;Lund;2120001132;1 193;620;311;262;34;30;35;
Hedda Anderssongymnasiet;20763964;Lund;1281;Kommunal;Lund;2120001132;158;158;.;.;17;32;60;
JENSEN Gymnasium Lund;26324896;Lund;1281;Enskild;Jensen Education College AB;5566358759;232;83;73;76;48;27;58;
Katedralskolan;56639389;Lund;1281;Kommunal;Lund;2120001132;1 478;492;509;477;58;20;86;
Lars-Erik Larssongymnasiet;95700485;Lund;1281;Enskild;Lars-Erik Larsson Gymnasiet;8465021015;176;52;73;51;57;18;88;
LBS Ljud & Bildskolan Lund;51449748;Lund;1281;Enskild;Ljud & Bildskolan Lbs AB;5564851649;400;137;130;133;25;16;70;
Lunds Dans- o Musikalgymnasium;28267726;Lund;1281;Enskild;Dans o Musikal i Lund AB;5566981766;190;60;69;61;86;12;75;
Lunds Fordonstekniska Gymn.;28848709;Lund;1281;Enskild;Lunds Fordonstekniska Gymnasium AB;5566426630;45;23;13;9;..;33;40;
NTI Gymnasiet Lund;12613085;Lund;1281;Enskild;Nordens Teknikerinstitut Aktiebolag (Nti);5561203679;183;64;52;67;6;27;57;
Polhemskolan;53896162;Lund;1281;Kommunal;Lund;2120001132;2 577;1 021;791;765;45;19;74;
ProCivitas Privata Gymnasium Lund;17779637;Lund;1281;Enskild;ProCivitas Privata Gymnasium AB;5566157102;330;102;96;132;58;14;72;
Realgymnasiet i Lund;11185244;Lund;1281;Enskild;Lärande i Sverige AB;5565715892;222;106;62;54;79;8;42;
Sveriges Ridgymnasium Flyinge;56211717;Lund;1281;Enskild;Sveriges Ridgymnasium AB;5566814504;75;23;30;22;95;15;47;
Thoren Innovation School Lund;66824652;Lund;1281;Enskild;Thoren Innovation School AB;5568902653;253;109;76;68;15;47;61;
Tannbergsskolan 1;49168016;Lycksele;2481;Kommunal;Lycksele;2120002635;241;79;77;85;26;15;54;
Tannbergsskolan 2;32042066;Lycksele;2481;Kommunal;Lycksele;2120002635;127;46;46;35;12;11;28;
Tannbergsskolan 3;50821167;Lycksele;2481;Kommunal;Lycksele;2120002635;94;41;27;26;63;39;21;
Tannbergsskolan 4;71929526;Lycksele;2481;Kommunal;Lycksele;2120002635;111;35;33;43;77;9;54;
Tannbergsskolan 6;54461375;Lycksele;2481;Kommunal;Lycksele;2120002635;90;33;39;18;52;63;20;
Gullmarsgymnasiet 1;92814975;Lysekil;1484;Kommunal;Lysekil;2120001389;242;83;83;76;24;41;29;
Gullmarsgymnasiet 2;60873719;Lysekil;1484;Kommunal;Lysekil;2120001389;350;108;128;114;53;15;57;
4ans Gymnasium;28085125;Malmö;1280;Enskild;4ans Gymnasium AB;5567622682;99;31;32;36;57;70;39;
Agnesfrids gymnasium;28770304;Malmö;1280;Kommunal;Malmö;2120001124;226;142;51;33;9;71;18;
Bellevue gymnasium;86483208;Malmö;1280;Kommunal;Malmö;2120001124;168;87;57;24;54;63;26;
Bladins gymnasium;21938183;Malmö;1280;Enskild;Bladins Skola, Stiftelsen;8460010948;201;64;67;70;47;32;73;
Bladins International School of Malmö;78986228;Malmö;1280;Enskild;Bladins Skola, Stiftelsen;8460010948;60;22;21;17;53;82;60;
Bryggeriets Gymnasium;71472793;Malmö;1280;Enskild;Bryggeriets Bildnings Byrå (Bbb);8465017070;156;54;53;49;42;44;46;
Cybergymnasiet Malmö;69063711;Malmö;1280;Enskild;Cybergymnasiet Malmö AB;5565693289;348;129;118;101;43;59;42;
Drottning Blankas Gymnasieskola Malmö Slussen;77609073;Malmö;1280;Enskild;Hermods Design & Construction College AB;5569828451;131;56;44;31;63;56;27;
Drottning Blankas Gymnasieskola Malmö Söderport;35894996;Malmö;1280;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;302;125;100;77;77;36;44;
Einar Hansengymnasiet;12926770;Malmö;1280;Enskild;Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet;8450003481;217;80;69;68;73;80;51;
Framtidsgymnasiet Malmö;17119840;Malmö;1280;Enskild;Framtidsgymnasiet i Sverige AB;5565755500;224;135;61;28;..;79;13;
Fria Läroverken Malmö;68748767;Malmö;1280;Enskild;Fria Läroverken i Sverige AB;5569172041;357;138;120;99;46;62;34;
JENSEN Gymnasium Malmö;48593439;Malmö;1280;Enskild;Jensen Education College AB;5566358759;214;82;67;65;54;74;47;
KLARA Teoretiska Gymnasium Malmö;23548714;Malmö;1280;Enskild;Hermods Gymnasium AB;5565286696;235;79;64;92;57;64;45;
Kunskapsgymnasiet Malmö;91773491;Malmö;1280;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;295;147;85;63;59;97;42;
Lärlingscenter Norra Sorgenfri gymnasium;20984584;Malmö;1280;Kommunal;Malmö;2120001124;165;79;58;28;52;39;38;
Malmö Borgarskola Ro 1;30361243;Malmö;1280;Kommunal;Malmö;2120001124;1 212;455;382;375;54;54;63;
Malmö Idrottsgymnasium Ro1;25596917;Malmö;1280;Kommunal;Malmö;2120001124;440;161;141;138;34;22;62;
Malmö Latinskola Ro 1;65722876;Malmö;1280;Kommunal;Malmö;2120001124;1 021;381;333;307;68;27;71;
Norra Sorgenfri gymnasium;64123241;Malmö;1280;Kommunal;Malmö;2120001124;372;372;.;.;39;100;8;
NTI Gymnasiet Malmö;52129378;Malmö;1280;Enskild;Nordens Teknikerinstitut Aktiebolag (Nti);5561203679;247;95;78;74;5;54;45;
Pauliskolan;65381163;Malmö;1280;Kommunal;Malmö;2120001124;881;396;257;228;38;54;53;
Peabskolan Malmö;98541468;Malmö;1280;Enskild;Peabskolan AB;5564427432;99;43;28;28;..;49;30;
Plusgymnasiet Malmö;31155312;Malmö;1280;Enskild;Plusgymnasiet AB;5565789129;68;.;.;68;65;74;41;
Praktiska Malmö City;25648215;Malmö;1280;Enskild;Praktiska Sverige AB;5562575786;238;106;71;61;49;76;16;
Praktiska Malmö Limhamn;61823258;Malmö;1280;Enskild;Praktiska Sverige AB;5562575786;164;79;50;35;45;67;30;
ProCivitas Privata Gymnasium Malmö;84424083;Malmö;1280;Enskild;ProCivitas Privata Gymnasium AB;5566157102;683;254;245;184;56;16;80;
Realgymnasiet Malmö;39178171;Malmö;1280;Enskild;Lärande i Sverige AB;5565715892;124;35;40;49;77;22;46;
Rytmus Malmö;49231191;Malmö;1280;Enskild;Rytmus AB;5564648979;169;63;62;44;57;21;57;
S:t Petri skola;78231062;Malmö;1280;Kommunal;Malmö;2120001124;825;282;302;241;64;25;80;
TAU Hantverksskola Gymnasium;79994304;Malmö;1280;Enskild;TAU Learning Aktiebolag;5566866082;142;108;18;16;30;83;13;
Thoren Business School Malmö;10481541;Malmö;1280;Enskild;Thorengruppen AB;5566139290;417;129;144;144;53;75;37;
Thoren Innovation School Malmö 2;45355980;Malmö;1280;Enskild;Thoren Innovation School AB;5568902653;49;49;.;.;31;49;45;
Universitetsholmens gymnasium;68006362;Malmö;1280;Kommunal;Malmö;2120001124;528;213;174;141;35;53;29;
Valdemarsro gymnasium;70200717;Malmö;1280;Kommunal;Malmö;2120001124;8;4;4;.;..;..;..;
Värnhemsskolan;11608031;Malmö;1280;Kommunal;Malmö;2120001124;302;143;70;89;54;65;25;
Yrkesgymnasiet Malmö;86762103;Malmö;1280;Enskild;Thorengruppen AB;5566139290;208;116;47;45;23;56;27;
Malung-Sälens gymnasieskola;68381790;Malung-Sälen;2023;Kommunal;Västerdalarnas utbildningsförbund;2220003145;381;127;128;126;33;21;48;
Malå gymnasieskola;73138140;Malå;2418;Kommunal;Malå;2120002866;31;10;19;2;48;87;..;
Vadsbogymnasiet;13006857;Mariestad;1493;Kommunal;Mariestad;2120001686;726;327;200;199;43;24;48;
Vänergymnasiet;76007769;Mariestad;1493;Enskild;Vänergymnasiet AB;5566269014;125;56;36;33;34;..;28;
Marks Gymnasieskola;16956086;Mark;1463;Kommunal;Mark;2120001504;883;327;285;271;44;24;42;
Strömma Naturbrukscentrum;93486713;Mark;1463;Enskild;Strömma Naturbrukscentrum AB;5590488465;103;65;38;.;80;..;49;
Gymnasieskolan;58187973;Markaryd;0767;Kommunal;Markaryd;2120000654;323;104;118;101;48;41;36;
Dahlstiernska gymnasiet;88894245;Mellerud;1461;Kommunal;Mellerud;2120001488;186;69;62;55;34;46;14;
Mjölby gymnasium 1;31870541;Mjölby;0586;Kommunal;Mjölby;2120000480;234;86;77;71;48;27;54;
Mjölby gymnasium 2;71160225;Mjölby;0586;Kommunal;Mjölby;2120000480;134;54;53;27;60;52;17;
Mjölby gymnasium 3;80376589;Mjölby;0586;Kommunal;Mjölby;2120000480;87;55;29;3;32;77;..;
Mjölby gymnasium 4;67752682;Mjölby;0586;Kommunal;Mjölby;2120000480;136;47;45;44;8;7;44;
Mjölby gymnasium 5;47884009;Mjölby;0586;Kommunal;Mjölby;2120000480;149;53;52;44;34;8;25;
Mora gymnasium, ro 1;44672598;Mora;2062;Kommunal;Mora;2120002213;602;224;173;205;51;10;62;
Mora gymnasium, ro 2;75340089;Mora;2062;Kommunal;Mora;2120002213;407;145;103;159;28;38;27;
Carlsund utbildningscentrum 1;36670439;Motala;0583;Kommunal;Motala;2120002817;202;80;46;76;48;26;28;
Carlsund utbildningscentrum 2;22220001;Motala;0583;Kommunal;Motala;2120002817;223;92;70;61;37;19;36;
Carlsund utbildningscentrum IM;15644006;Motala;0583;Kommunal;Motala;2120002817;143;62;48;33;42;71;10;
Platengymnasiet 1;31822012;Motala;0583;Kommunal;Motala;2120002817;314;105;100;109;56;27;50;
Platengymnasiet 2;83161201;Motala;0583;Kommunal;Motala;2120002817;315;110;92;113;43;18;74;
Platengymnasiet IM;77681909;Motala;0583;Kommunal;Motala;2120002817;70;6;29;35;23;100;..;
Dinglegymnasiet;97090958;Munkedal;1430;Enskild;Dinglegymnasiet AB;5590475611;52;27;25;.;79;..;40;
Lärlingsgymnasiet i Håby;15100079;Munkedal;1430;Enskild;Lärlingsgymnasiet i Sverige AB;5567628176;77;22;19;36;25;22;18;
Processtekniska Gymnasiet;55421481;Munkedal;1430;Kommunal;Munkedal;2120001330;37;13;15;9;..;..;43;
Ungdomsgymnasiet;58583587;Munkedal;1430;Kommunal;Munkedal;2120001330;72;27;28;17;21;85;..;
