Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Antal elever
Valt läsår: 2021/22


Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Antal elever;Antal elever skolår 1;Antal elever skolår 2;Antal elever skolår 3;Andel kvinnor (%);Andel m utl bakgr (%);Andel m högutb föräldrar (%);
Christian 4:s Gymnasium 14;71073360;Kristianstad;1290;Kommunal;Kristianstad;2120000951;107;49;43;15;63;36;51;
Drottning Blankas Gymnasieskola Kristianstad;67554405;Kristianstad;1290;Enskild;DBGY Juvelen AB;5565789129;712;252;261;199;70;37;43;
JENSEN Gymnasium Kristianstad;17666526;Kristianstad;1290;Enskild;Jensen Education College AB;5566358759;61;61;.;.;57;57;54;
LBS Kreativa Gymnasiet Kristianstad;43251309;Kristianstad;1290;Enskild;Ljud & Bildskolan Lbs AB;5564851649;154;59;49;46;26;16;53;
NTI Gymnasiet Kristianstad;53691739;Kristianstad;1290;Enskild;NTI Gymnasiet Ellips AB;5565970471;173;81;47;45;9;61;30;
Praktiska Gymnasiet Kristianstad;71571158;Kristianstad;1290;Enskild;Praktiska Studier Riks AB;5565755500;304;109;94;101;37;58;25;
Söderportgymnasiet 31;73944169;Kristianstad;1290;Kommunal;Kristianstad;2120000951;413;142;128;143;70;31;62;
Söderportgymnasiet 32;59849681;Kristianstad;1290;Kommunal;Kristianstad;2120000951;450;179;138;133;57;18;63;
Söderportgymnasiet 33;98239050;Kristianstad;1290;Kommunal;Kristianstad;2120000951;167;56;61;50;63;81;57;
Wendesgymnasiet 51;58368956;Kristianstad;1290;Kommunal;Kristianstad;2120000951;178;70;57;51;6;12;42;
Wendesgymnasiet 52;73567152;Kristianstad;1290;Kommunal;Kristianstad;2120000951;231;100;74;57;10;14;34;
Önnestadsgymnasiet;61547652;Kristianstad;1290;Enskild;Hushållningssällskapets Kompetensutveckling i Syd AB (HUSKAB);5567502777;226;80;67;79;52;5;46;
Österänggymnasiet 61;21702982;Kristianstad;1290;Kommunal;Kristianstad;2120000951;407;221;93;93;52;52;59;
Österänggymnasiet 62;60209222;Kristianstad;1290;Kommunal;Kristianstad;2120000951;131;65;33;33;15;40;41;
Österänggymnasiet 63;87034307;Kristianstad;1290;Kommunal;Kristianstad;2120000951;228;80;73;75;15;28;69;
Österänggymnasiet 64;62104139;Kristianstad;1290;Kommunal;Kristianstad;2120000951;236;64;87;85;58;29;63;
Brogårdsgymnasiet;78872213;Kristinehamn;1781;Kommunal;Kristinehamn;2120001868;370;141;109;120;48;33;56;
Presterudsgymnasiet;84286698;Kristinehamn;1781;Kommunal;Kristinehamn;2120001868;226;116;51;59;38;22;31;
Dille Gård Naturbruksgymnasium;62490359;Krokom;2309;Enskild;Dille Gård AB;5564173853;128;43;43;42;73;..;64;
Jämtlands Gymn, Torsta;64725297;Krokom;2309;Kommunal;Jämtlands Gymnasieförbund;2220001636;133;52;40;41;44;..;50;
Jämtlands Gymn, Wången;43362941;Krokom;2309;Kommunal;Jämtlands Gymnasieförbund;2220001636;72;33;22;17;90;18;49;
Introduktionsprogrammet Kumla;23350817;Kumla;1881;Kommunal;Kumla;2120001975;26;17;7;2;38;65;..;
Aranäsgymnasiet Enhet 1;76860623;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;187;21;87;79;66;14;73;
Aranäsgymnasiet Enhet 2;58191646;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;535;188;183;164;64;8;70;
Aranäsgymnasiet Enhet 3;80405898;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;364;146;130;88;27;11;82;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;236;72;80;84;67;27;55;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;94;32;31;31;..;..;50;
Aranäsgymnasiet Enhet 6;15567070;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;64;63;1;.;47;..;89;
Aranäsgymnasiet Enhet 7;69859216;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;59;59;.;.;51;36;34;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;71;22;24;25;61;..;77;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;149;43;54;52;76;13;55;
Elof Lindälvs Gymnasium Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;287;102;93;92;26;9;44;
Elof Lindälvs Gymnasium Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;452;158;144;150;40;7;68;
Elof Lindälvs Gymnasium Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;110;33;46;31;..;12;80;
Elof Lindälvs Gymnasium Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;197;70;69;58;48;17;42;
Elof Lindälvs Gymnasium Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;137;48;45;44;..;..;62;
Elof Lindälvs Gymnasium Enhet 6;61252599;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;129;32;36;61;52;22;75;
Elof Lindälvs Gymnasium Enhet 7;50228904;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;85;85;.;.;42;54;21;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;129;56;40;33;28;11;67;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;119;44;34;41;35;19;35;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;93;37;30;26;98;..;67;
Kungsörs Gymnasium;95992977;Kungsör;1960;Kommunal;Kungsör;2120002056;24;10;7;7;..;67;..;
Mimers Hus gymnasium Hugin;57397381;Kungälv;1482;Kommunal;Kungälv;2120001371;742;242;275;225;58;14;58;
Mimers Hus gymnasium Munin;56947954;Kungälv;1482;Kommunal;Kungälv;2120001371;844;309;290;245;27;20;54;
Kävlinge Lärcentrum, Gymnasieskola;88192227;Kävlinge;1261;Kommunal;Kävlinge;2120001058;38;21;12;5;71;42;..;
Ullvi1;35632014;Köping;1983;Kommunal;Köping;2120002114;323;120;117;86;54;24;43;
Ullvi2;34412858;Köping;1983;Kommunal;Köping;2120002114;245;144;50;51;49;43;36;
Ullvi3;34931041;Köping;1983;Kommunal;Köping;2120002114;219;79;72;68;15;23;50;
Ullvi4;34852224;Köping;1983;Kommunal;Köping;2120002114;263;103;87;73;58;27;46;
Osbecksgymnasiet RO1;71512894;Laholm;1381;Kommunal;Laholm;2120001223;417;146;120;151;41;29;49;
Öresundsgymnasiet Landskrona;28248021;Landskrona;1282;Kommunal;Landskrona;2120001140;484;175;164;145;42;73;31;
Gymnasieutbildning i Lekeberg;24445686;Lekeberg;1814;Kommunal;Lekeberg;2120002981;4;4;.;.;..;..;..;
Leksands gymnasium;44417214;Leksand;2029;Kommunal;Leksand;2120002163;499;167;177;155;44;15;58;
Lerums Gymnasium, skolenhet 1;25025681;Lerum;1441;Kommunal;Lerum;2120001447;241;83;82;76;61;12;69;
Lerums Gymnasium, skolenhet 2;88776535;Lerum;1441;Kommunal;Lerum;2120001447;412;139;153;120;24;12;72;
Lerums Gymnasium, skolenhet 3;29351272;Lerum;1441;Kommunal;Lerum;2120001447;136;136;.;.;38;35;34;
Lerums Gymnasium, skolenhet 4;49488344;Lerum;1441;Kommunal;Lerum;2120001447;80;26;31;23;66;15;73;
Lerums Gymnasium, skolenhet 5;74408578;Lerum;1441;Kommunal;Lerum;2120001447;455;157;142;156;37;10;64;
Lessebo Gymnasium;75395882;Lessebo;0761;Kommunal;Lessebo;2120000613;46;25;10;11;39;76;24;
Christinagymnasiet;76359296;Lidingö;0186;Enskild;Lidingö Gymnasium AB;5592340474;31;31;.;.;..;..;68;
Hersby gymnasium;71043974;Lidingö;0186;Kommunal;Lidingö;2120000191;1 005;380;302;323;38;11;87;
Lunagymnasiet;57777751;Lidingö;0186;Enskild;Utvecklingspedagogik Sverige Aktiebolag;5564715729;59;19;17;23;54;..;85;
Stillerska gymnasiet;38732602;Lidingö;0186;Enskild;Stillerska AB;5567777270;55;8;25;22;24;..;73;
De la Gardiegymnasiet, enhet 1;89807183;Lidköping;1494;Kommunal;Lidköping;2120001694;384;130;117;137;44;17;76;
De la Gardiegymnasiet, enhet 2;86724994;Lidköping;1494;Kommunal;Lidköping;2120001694;308;113;96;99;9;10;47;
De la Gardiegymnasiet, enhet 3;61161774;Lidköping;1494;Kommunal;Lidköping;2120001694;525;176;174;175;68;17;67;
De la Gardiegymnasiet, enhet 4;86158933;Lidköping;1494;Kommunal;Lidköping;2120001694;210;61;70;79;72;13;51;
De la Gardiegymnasiet, enhet 5;39179525;Lidköping;1494;Kommunal;Lidköping;2120001694;129;56;53;20;40;42;29;
De la Gardiegymnasiet, enhet 6;14102256;Lidköping;1494;Kommunal;Lidköping;2120001694;328;97;108;123;70;23;42;
Lindeskolan LS 1;75082280;Lindesberg;1885;Kommunal;Lindesberg;2120002015;120;84;15;21;58;23;19;
Lindeskolan LS 2;75914181;Lindesberg;1885;Kommunal;Lindesberg;2120002015;30;10;8;12;73;..;40;
Lindeskolan LS 3;39302565;Lindesberg;1885;Kommunal;Lindesberg;2120002015;248;63;91;94;16;13;37;
Lindeskolan LS 4;96818167;Lindesberg;1885;Kommunal;Lindesberg;2120002015;363;128;116;119;58;43;50;
Anders Ljungstedts gymnasium 10;89357497;Linköping;0580;Kommunal;Linköping;2120000449;81;32;28;21;15;30;35;
Anders Ljungstedts gymnasium 4;61432781;Linköping;0580;Kommunal;Linköping;2120000449;256;92;84;80;13;16;37;
Anders Ljungstedts gymnasium 7;78287294;Linköping;0580;Kommunal;Linköping;2120000449;292;130;93;69;67;51;30;
Anders Ljungstedts gymnasium 8;74316305;Linköping;0580;Kommunal;Linköping;2120000449;103;38;33;32;12;25;49;
Anders Ljungstedts gymnasium 9;39096170;Linköping;0580;Kommunal;Linköping;2120000449;236;85;77;74;24;11;47;
Berzeliusskolan 1;79527481;Linköping;0580;Kommunal;Linköping;2120000449;474;158;156;160;28;14;86;
Berzeliusskolan 2;67300857;Linköping;0580;Kommunal;Linköping;2120000449;443;162;156;125;52;19;88;
Berzeliusskolan 7;67809400;Linköping;0580;Kommunal;Linköping;2120000449;77;34;34;9;60;66;32;
Birgittaskolan 1;99279503;Linköping;0580;Kommunal;Linköping;2120000449;206;87;79;40;54;60;49;
Birgittaskolan 2;63653488;Linköping;0580;Kommunal;Linköping;2120000449;93;32;25;36;35;..;74;
Birgittaskolan 3;50063655;Linköping;0580;Kommunal;Linköping;2120000449;281;123;71;87;78;42;36;
Drottning Blankas Gymnasieskola Linköping;70412563;Linköping;0580;Enskild;DBGY Kronan AB;5565668794;149;46;50;53;74;63;34;
Folkungaskolan 1;24544503;Linköping;0580;Kommunal;Linköping;2120000449;314;91;97;126;65;14;80;
Folkungaskolan 2;25392789;Linköping;0580;Kommunal;Linköping;2120000449;380;128;124;128;74;12;78;
Folkungaskolan 3;64394770;Linköping;0580;Kommunal;Linköping;2120000449;20;1;14;5;55;100;..;
Fria Läroverken Linköping;69240218;Linköping;0580;Enskild;Fria Läroverken i Sverige AB;5569172041;476;178;161;137;44;18;65;
JENSEN Gymnasium Linköping;38460895;Linköping;0580;Enskild;Jensen Education College AB;5566358759;95;38;43;14;58;46;45;
Katedralskolan 1;53821161;Linköping;0580;Kommunal;Linköping;2120000449;490;155;147;188;59;22;87;
Katedralskolan 2;31199511;Linköping;0580;Kommunal;Linköping;2120000449;337;125;96;116;67;37;73;
Katedralskolan 3;12934438;Linköping;0580;Kommunal;Linköping;2120000449;393;154;115;124;61;15;75;
KLARA Teoretiska Gymnasium Linköping;43313366;Linköping;0580;Enskild;KLARA Gymnasium Kunskap AB;5566303938;466;153;151;162;63;34;54;
LBS Kreativa Gymnasiet Linköping;86787111;Linköping;0580;Enskild;Ljud & Bildskolan Lbs AB;5564851649;173;83;45;45;32;17;70;
Mediateknikerutbildningen, MTU;97868185;Linköping;0580;Enskild;Mediateknikerutbildningen, MTU AB;5564631983;122;35;41;46;30;20;69;
Praktiska Gymnasiet Linköping Attorp;72109637;Linköping;0580;Enskild;Praktiska Lärande AB;5565304481;90;13;36;41;20;50;34;
Praktiska Gymnasiet Linköping Gamla Tannefors;14057258;Linköping;0580;Enskild;Hagströmska Gymnasiet AB;5567550461;101;34;42;25;27;..;26;
Praktiska Gymnasiet Linköping Roxen;81551726;Linköping;0580;Enskild;Praktiska Sverige AB;5562575786;158;64;53;41;36;19;33;
Realgymnasiet Linköping;77823650;Linköping;0580;Enskild;Lärande i Sverige AB;5565715892;226;74;74;78;45;27;46;
S:t Lars gymnasium;84476205;Linköping;0580;Kommunal;Linköping;2120000449;145;63;47;35;71;41;52;
Thoren Business School Linköping;37550979;Linköping;0580;Enskild;Thorengruppen AB;5566139290;146;41;46;59;52;83;34;
Vreta utbildningscentrum;52634142;Linköping;0580;Region;Region Östergötland;2321000040;462;167;156;139;43;..;50;
Yrkesgymnasiet Linköping;76195214;Linköping;0580;Enskild;Thorengruppen AB;5566139290;248;77;77;94;42;40;33;
RyssbyGymnasiet;32705515;Ljungby;0781;Enskild;Ryssbygymnasiet AB;5566214069;210;76;63;71;29;9;53;
Sunnerbogymnasiet 1;60214465;Ljungby;0781;Kommunal;Ljungby;2120000670;294;131;90;73;41;25;45;
Sunnerbogymnasiet 2;70137084;Ljungby;0781;Kommunal;Ljungby;2120000670;342;127;96;119;42;26;52;
Sunnerbogymnasiet 3;82002016;Ljungby;0781;Kommunal;Ljungby;2120000670;229;79;82;68;47;33;62;
Sunnerbogymnasiet 4;21901328;Ljungby;0781;Kommunal;Ljungby;2120000670;88;31;29;28;90;34;39;
Järvsögymnasiet;93674454;Ljusdal;2161;Enskild;Mästaren 22 AB;5591656151;48;48;.;.;56;..;44;
Slottegymnasiet;23306658;Ljusdal;2161;Kommunal;Ljusdal;2120002320;436;152;146;138;42;20;40;
Träutbildningar i Hälsingland;57350392;Ljusdal;2161;Enskild;Träutbildningar i Hälsingland AB;5567796718;46;18;14;14;..;..;48;
Hitachigymnasiet;97535124;Ludvika;2085;Enskild;Industritekniska Gymnasiet Bergslagen AB;5566081740;105;34;35;36;37;24;78;
VBU Högbergsskolan 1;11102578;Ludvika;2085;Kommunal;Västerbergslagens Utbildningsförbund,VBU;2220000802;363;143;107;113;70;26;46;
VBU Högbergsskolan 2;69306209;Ludvika;2085;Kommunal;Västerbergslagens Utbildningsförbund,VBU;2220000802;291;109;97;85;22;27;48;
VBU Högbergsskolan 3;34488594;Ludvika;2085;Kommunal;Västerbergslagens Utbildningsförbund,VBU;2220000802;18;9;5;4;..;..;..;
VBU Malmen;92651253;Ludvika;2085;Kommunal;Västerbergslagens Utbildningsförbund,VBU;2220000802;116;40;38;38;29;..;33;
Luleå gymnasieskola, skolenhet A;31740319;Luleå;2580;Kommunal;Luleå;2120002742;146;51;44;51;82;21;47;
Luleå gymnasieskola, skolenhet B;10129345;Luleå;2580;Kommunal;Luleå;2120002742;319;138;89;92;67;20;66;
Luleå gymnasieskola, skolenhet C;17944628;Luleå;2580;Kommunal;Luleå;2120002742;425;142;137;146;74;14;70;
Luleå gymnasieskola, skolenhet D;82826083;Luleå;2580;Kommunal;Luleå;2120002742;177;72;66;39;15;17;45;
Luleå gymnasieskola, skolenhet E;94468610;Luleå;2580;Kommunal;Luleå;2120002742;163;55;65;43;76;28;51;
Luleå gymnasieskola, skolenhet F;94090461;Luleå;2580;Kommunal;Luleå;2120002742;280;84;103;93;45;5;79;
Luleå gymnasieskola, skolenhet G;12954099;Luleå;2580;Kommunal;Luleå;2120002742;289;100;84;105;26;15;72;
Luleå gymnasieskola, skolenhet H;80931789;Luleå;2580;Kommunal;Luleå;2120002742;335;118;113;104;50;17;77;
Luleå Gymnasieskola, skolenhet I;91165303;Luleå;2580;Kommunal;Luleå;2120002742;27;17;7;3;48;..;48;
Luleå Gymnasieskola, skolenhet J;84098842;Luleå;2580;Kommunal;Luleå;2120002742;147;46;48;53;82;18;46;
NTI Gymnasiet Luleå;90473340;Luleå;2580;Enskild;NTI Gymnasiet Macro AB;5561203679;160;54;60;46;16;14;62;
Praktiska Gymnasiet Luleå;26167236;Luleå;2580;Enskild;Praktiska Sverige AB;5562575786;300;119;100;81;46;12;43;
Consensum Gymnasium Lund;69807202;Lund;1281;Enskild;Consensum Lund AB;5566023684;273;102;83;88;74;59;47;
Drottning Blankas Gymnasieskola Lund;64648904;Lund;1281;Enskild;DBGY Kronan AB;5565668794;376;124;127;125;60;16;61;
Flyinge Hästsportgymnasium;43450482;Lund;1281;Enskild;Flyinge Aktiebolag;5563792927;31;10;7;14;94;..;61;
Gymnasieskolan Spyken;75939593;Lund;1281;Kommunal;Lund;2120001132;1 225;412;403;410;68;14;91;
Gymnasieskolan Vipan;63035915;Lund;1281;Kommunal;Lund;2120001132;1 091;501;296;294;33;33;41;
Hedda Anderssongymnasiet;20763964;Lund;1281;Kommunal;Lund;2120001132;511;217;161;133;31;32;65;
Hvilan Gymnasium Lund;36208931;Lund;1281;Enskild;Hvilan Utbildning AB;5566066980;203;74;59;70;49;30;66;
JENSEN Gymnasium Lund;26324896;Lund;1281;Enskild;Jensen Education College AB;5566358759;245;79;86;80;57;24;65;
Katedralskolan;56639389;Lund;1281;Kommunal;Lund;2120001132;1 527;490;519;518;55;23;88;
Lars-Erik Larssongymnasiet;95700485;Lund;1281;Enskild;Lars-Erik Larsson Gymnasiet;8465021015;184;63;68;53;64;9;92;
LBS Kreativa Gymnasiet Lund;51449748;Lund;1281;Enskild;Ljud & Bildskolan Lbs AB;5564851649;407;128;145;134;30;16;73;
Lunds Dans- o Musikalgymnasium;28267726;Lund;1281;Enskild;Dans o Musikal i Lund AB;5566981766;178;59;58;61;89;13;79;
Lunds Fordonstekniska Gymn.;28848709;Lund;1281;Enskild;Lunds Fordonstekniska Gymnasium AB;5566426630;53;20;17;16;..;40;38;
NTI Gymnasiet Lund;12613085;Lund;1281;Enskild;NTI Gymnasiet Macro AB;5561203679;168;54;59;55;..;27;63;
NTI Vetenskapsgymnasiet Lund;15783533;Lund;1281;Enskild;NTI Gymnasiet Macro AB;5561203679;35;22;13;.;..;31;83;
Polhemskolan;53896162;Lund;1281;Kommunal;Lund;2120001132;2 600;899;864;837;49;15;84;
ProCivitas Privata Gymnasium Lund;17779637;Lund;1281;Enskild;ProCivitas Privata Gymnasium AB;5566157102;333;101;100;132;65;17;72;
Realgymnasiet i Lund;11185244;Lund;1281;Enskild;Lärande i Sverige AB;5565715892;309;120;82;107;73;16;55;
Sveriges Ridgymnasium Flyinge;56211717;Lund;1281;Enskild;Sveriges Ridgymnasium AB;5566814504;78;37;17;24;95;..;64;
Thoren Innovation School Lund;66824652;Lund;1281;Enskild;Thoren Innovation School AB;5568902653;185;60;57;68;19;48;54;
Tannbergsskolan 1;49168016;Lycksele;2481;Kommunal;Lycksele;2120002635;177;54;64;59;33;16;61;
Tannbergsskolan 2;32042066;Lycksele;2481;Kommunal;Lycksele;2120002635;105;41;38;26;26;22;36;
Tannbergsskolan 3;50821167;Lycksele;2481;Kommunal;Lycksele;2120002635;85;40;26;19;87;28;35;
Tannbergsskolan 4;71929526;Lycksele;2481;Kommunal;Lycksele;2120002635;163;58;47;58;52;27;45;
Gullmarsgymnasiet 1;92814975;Lysekil;1484;Kommunal;Lysekil;2120001389;198;66;67;65;39;26;41;
Gullmarsgymnasiet 2;60873719;Lysekil;1484;Kommunal;Lysekil;2120001389;309;104;113;92;59;16;71;
Agnesfrids gymnasium;28770304;Malmö;1280;Kommunal;Malmö;2120001124;225;98;70;57;7;70;24;
Bellevue gymnasium;86483208;Malmö;1280;Kommunal;Malmö;2120001124;141;76;47;18;52;65;26;
Bladins gymnasium;21938183;Malmö;1280;Enskild;Bladins Skola, Stiftelsen;8460010948;196;98;59;39;48;36;71;
Bladins International School of Malmö;78986228;Malmö;1280;Enskild;Bladins Skola, Stiftelsen;8460010948;26;.;.;26;62;73;62;
Bryggeriets Gymnasium;71472793;Malmö;1280;Enskild;Bryggeriets Bildnings Byrå (Bbb);8465017070;178;57;62;59;51;35;60;
Cybergymnasiet Malmö;69063711;Malmö;1280;Enskild;Cybergymnasiet Malmö AB;5565693289;350;106;145;99;51;61;43;
Designgymnasiet Malmö;42662249;Malmö;1280;Enskild;Designgymnasiet i Sverige AB;5569320681;52;52;.;.;69;38;46;
Drottning Blankas Gymnasieskola Malmö City;77609073;Malmö;1280;Enskild;DBGY Kronan AB;5565668794;120;44;37;39;61;53;38;
Drottning Blankas Gymnasieskola Malmö City 2;31155312;Malmö;1280;Enskild;DBGY Juvelen AB;5565789129;42;26;16;.;50;71;33;
Drottning Blankas Gymnasieskola Malmö Söderport;35894996;Malmö;1280;Enskild;DBGY Kronan AB;5565668794;337;110;118;109;82;50;39;
Einar Hansengymnasiet;12926770;Malmö;1280;Enskild;Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet;8450003481;228;79;72;77;68;86;56;
Framtidsgymnasiet Malmö;17119840;Malmö;1280;Enskild;Praktiska Studier Riks AB;5565755500;267;119;90;58;4;81;23;
Fria Läroverken Malmö;68748767;Malmö;1280;Enskild;Fria Läroverken i Sverige AB;5569172041;381;129;137;115;42;56;40;
Gymnasieskolan Gripen;28085125;Malmö;1280;Enskild;Gymnasieskolan Gripen AB;5567622682;124;39;49;36;61;77;35;
Heleneholms gymnasium;61320691;Malmö;1280;Kommunal;Malmö;2120001124;363;245;75;43;48;97;15;
JENSEN Gymnasium Malmö;48593439;Malmö;1280;Enskild;Jensen Education College AB;5566358759;340;134;120;86;57;71;52;
KLARA Teoretiska Gymnasium Malmö;23548714;Malmö;1280;Enskild;KLARA Gymnasium Bildning AB;5565286696;225;85;74;66;65;81;41;
Kunskapsgymnasiet Malmö;91773491;Malmö;1280;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;349;132;122;95;61;98;44;
LBS Kreativa Gymnasiet Malmö;97931189;Malmö;1280;Enskild;Ljud & Bildskolan Lbs AB;5564851649;166;94;72;.;25;41;62;
Malmö Borgarskola Ro 1;30361243;Malmö;1280;Kommunal;Malmö;2120001124;1 387;462;480;445;52;53;66;
Malmö Idrottsgymnasium Ro1;25596917;Malmö;1280;Kommunal;Malmö;2120001124;448;159;151;138;44;17;69;
Malmö Latinskola Ro 1;65722876;Malmö;1280;Kommunal;Malmö;2120001124;1 179;417;377;385;70;18;82;
Malmö lärlingscenter;65407241;Malmö;1280;Kommunal;Malmö;2120001124;201;80;74;47;54;52;28;
Malmö Restaurangskola;11608031;Malmö;1280;Kommunal;Malmö;2120001124;167;75;56;36;38;44;39;
NTI Gymnasiet Malmö;52129378;Malmö;1280;Enskild;NTI Gymnasiet Macro AB;5561203679;287;97;87;103;5;47;56;
Pauliskolan;65381163;Malmö;1280;Kommunal;Malmö;2120001124;1 057;458;286;313;41;60;50;
Peabskolan Malmö;98541468;Malmö;1280;Enskild;Peabskolan AB;5564427432;112;40;39;33;..;48;27;
Praktiska Gymnasiet Malmö City;25648215;Malmö;1280;Enskild;Praktiska Sverige AB;5562575786;262;104;93;65;50;82;24;
Praktiska Gymnasiet Malmö Limhamn;61823258;Malmö;1280;Enskild;Praktiska Sverige AB;5562575786;242;110;69;63;32;54;29;
ProCivitas Privata Gymnasium Malmö;84424083;Malmö;1280;Enskild;ProCivitas Privata Gymnasium AB;5566157102;718;249;251;218;60;19;81;
Realgymnasiet Malmö;39178171;Malmö;1280;Enskild;Lärande i Sverige AB;5565715892;103;34;40;29;80;15;56;
Rytmus Malmö;49231191;Malmö;1280;Enskild;Rytmus AB;5564648979;180;63;61;56;50;18;69;
S:t Petri skola;78231062;Malmö;1280;Kommunal;Malmö;2120001124;842;287;274;281;64;23;84;
TAU Hantverksskola Gymnasium;79994304;Malmö;1280;Enskild;TAU Learning Aktiebolag;5566866082;115;38;39;38;32;77;24;
Thoren Business School Malmö;10481541;Malmö;1280;Enskild;Thorengruppen AB;5566139290;372;100;138;134;46;85;44;
Thoren Innovation School Malmö 2;45355980;Malmö;1280;Enskild;Thoren Innovation School AB;5568902653;164;54;48;62;20;68;50;
Universitetsholmens gymnasium;68006362;Malmö;1280;Kommunal;Malmö;2120001124;551;180;194;177;40;59;33;
Yrkesgymnasiet Malmö;86762103;Malmö;1280;Enskild;Thorengruppen AB;5566139290;281;99;90;92;36;53;33;
Malung-Sälens gymnasieskola;68381790;Malung-Sälen;2023;Kommunal;Malung-Sälen;2120002148;347;133;116;98;35;18;54;
Malå gymnasieskola;73138140;Malå;2418;Kommunal;Malå;2120002866;18;8;6;4;..;72;..;
Vadsbogymnasiet enhet 1;14384562;Mariestad;1493;Kommunal;Mariestad;2120001686;252;82;94;76;62;26;66;
Vadsbogymnasiet enhet 2;14414747;Mariestad;1493;Kommunal;Mariestad;2120001686;239;78;77;84;11;12;51;
Vadsbogymnasiet enhet 3;14550581;Mariestad;1493;Kommunal;Mariestad;2120001686;227;108;56;63;59;28;38;
Vänergymnasiet;76007769;Mariestad;1493;Enskild;Vänergymnasiet AB;5566269014;152;51;53;48;45;7;34;
Marks Gymnasieskola, enhet A;60294546;Mark;1463;Kommunal;Mark;2120001504;189;58;68;63;43;24;58;
Marks Gymnasieskola, enhet B;60183866;Mark;1463;Kommunal;Mark;2120001504;245;87;93;65;61;26;45;
Marks Gymnasieskola, enhet C;60155358;Mark;1463;Kommunal;Mark;2120001504;191;68;69;54;61;10;61;
Marks Gymnasieskola, enhet D;60878131;Mark;1463;Kommunal;Mark;2120001504;297;100;101;96;28;11;52;
Strömma Naturbrukscentrum;93486713;Mark;1463;Enskild;Strömma Naturbrukscentrum AB;5590488465;162;63;55;44;80;..;51;
Gymnasieskolan;58187973;Markaryd;0767;Kommunal;Markaryd;2120000654;295;120;94;81;42;33;38;
Dahlstiernska gymnasiet;88894245;Mellerud;1461;Kommunal;Mellerud;2120001488;96;28;41;27;40;38;16;
Dackeskolan MG3;80376589;Mjölby;0586;Kommunal;Mjölby;2120000480;102;33;34;35;19;..;43;
Dackeskolan MG4;67752682;Mjölby;0586;Kommunal;Mjölby;2120000480;162;59;51;52;20;12;43;
Kungshögaskolan MG1;31870541;Mjölby;0586;Kommunal;Mjölby;2120000480;162;76;51;35;49;44;40;
Kungshögaskolan MG2;71160225;Mjölby;0586;Kommunal;Mjölby;2120000480;241;88;79;74;51;30;46;
Mora gymnasium, ro 1;44672598;Mora;2062;Kommunal;Mora;2120002213;522;177;172;173;53;15;66;
Mora gymnasium, ro 2;75340089;Mora;2062;Kommunal;Mora;2120002213;492;191;158;143;44;19;38;
Carlsund utbildningscentrum 1;36670439;Motala;0583;Kommunal;Motala;2120002817;181;56;63;62;19;12;36;
Carlsund utbildningscentrum 2;22220001;Motala;0583;Kommunal;Motala;2120002817;164;41;66;57;40;24;35;
Carlsund utbildningscentrum 3;72351233;Motala;0583;Kommunal;Motala;2120002817;138;57;47;34;43;50;22;
Platengymnasiet 1;31822012;Motala;0583;Kommunal;Motala;2120002817;342;121;108;113;59;30;55;
Platengymnasiet 2;83161201;Motala;0583;Kommunal;Motala;2120002817;289;102;94;93;44;25;75;
Platengymnasiet 4;94843889;Motala;0583;Kommunal;Motala;2120002817;73;24;22;27;86;32;29;
Dinglegymnasiet;97090958;Munkedal;1430;Enskild;Naturbruk Väst AB;5590475611;69;37;21;11;72;..;43;
