Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Antal elever
Valt läsår: 2015/16

På grund av en stor ökning av antalet elever som saknar ett giltigt personnummer har redovisningen av utländsk bakgrund reviderats fr.o.m. läsåret 2015/16.
Detta innebär att elever som saknar giltigt personnummer och läser enligt programmet språkintroduktion nu räknas till elever som har utländsk bakgrund.

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Antal elever;Antal elever skolår 1;Antal elever skolår 2;Antal elever skolår 3;Andel kvinnor (%);Andel m utl bakgr (%);Andel m högutb föräldrar (%);
Segragymnasiet Klippan;75344502;Klippan;1276;Enskild;Sveriges Naturbruksgymnasium AB;5569162562;95;41;31;23;58;..;29;
Tegelbruksskolan;84247499;Klippan;1276;Kommunal;Klippan;2120000928;237;75;83;79;13;6;20;
Åbyskolan;27041885;Klippan;1276;Kommunal;Klippan;2120000928;367;127;122;118;56;21;38;
Sjögrenska gymnasiet;97064126;Knivsta;0330;Kommunal;Knivsta;2120003013;79;31;27;21;57;58;16;
Nordviksskolan;32580162;Kramfors;2282;Enskild;Nordvik Höga Kusten kompetens AB;5568350309;62;32;17;13;85;..;39;
Räddningsgymnasiet Sandö;38233622;Kramfors;2282;Kommunal;Kramfors;2120002429;93;29;30;34;58;..;55;
Ådalsskolan 1;48156011;Kramfors;2282;Kommunal;Kramfors;2120002429;81;75;4;2;40;80;..;
Ådalsskolan 2;48722826;Kramfors;2282;Kommunal;Kramfors;2120002429;408;140;147;121;43;14;39;
Christian 4:s Gymnasium ES;73063662;Kristianstad;1290;Kommunal;Kristianstad;2120000951;242;85;74;83;73;13;58;
Christian 4:s Gymnasium HU, SA;40766349;Kristianstad;1290;Kommunal;Kristianstad;2120000951;178;38;55;85;78;17;54;
Framtidsgymnasiet Kristianstad;71571158;Kristianstad;1290;Enskild;Framtidsgymnasiet i Sverige AB;5565755500;151;59;44;48;10;40;17;
IT-Gymnasiet Kristianstad;53691739;Kristianstad;1290;Enskild;IT Gymnasiet Sverige AB;5565970471;161;63;61;37;..;29;45;
LBS Ljud & Bildskolan Kristianstad;43251309;Kristianstad;1290;Enskild;Ljud & Bildskolan Lbs AB;5564851649;161;33;64;64;26;11;53;
Lejongymnasiet;52705247;Kristianstad;1290;Enskild;Lejonskolan AB;5566456348;21;.;7;14;76;..;..;
Milnergymnasiet HV, VO;97596286;Kristianstad;1290;Kommunal;Kristianstad;2120000951;210;73;74;63;88;33;32;
Plusgymnasiet Kristianstad;67554405;Kristianstad;1290;Enskild;Plusgymnasiet AB;5565789129;454;181;136;137;74;23;33;
Praktiska Kristianstad;86473502;Kristianstad;1290;Enskild;Praktiska Sverige AB;5562575786;83;32;19;32;66;38;25;
Söderportgymnasiet EK, SA;73944169;Kristianstad;1290;Kommunal;Kristianstad;2120000951;458;135;148;175;57;25;56;
Söderportgymnasiet HA, IB, NA;98239050;Kristianstad;1290;Kommunal;Kristianstad;2120000951;208;88;67;53;55;41;63;
Söderportgymnasiet IM, ISPEC;13520728;Kristianstad;1290;Kommunal;Kristianstad;2120000951;46;46;.;.;37;71;..;
Söderportgymnasiet IM, RG;94455820;Kristianstad;1290;Kommunal;Kristianstad;2120000951;12;.;2;10;..;..;..;
Wendesgymnasiet BA, BF, HV;58368956;Kristianstad;1290;Kommunal;Kristianstad;2120000951;266;98;99;69;33;11;27;
Wendesgymnasiet FT, VF;73567152;Kristianstad;1290;Kommunal;Kristianstad;2120000951;169;61;55;53;12;9;27;
Önnestadsgymnasiet;61547652;Kristianstad;1290;Enskild;Hushållningssällskapets Kompetensutveckling i Syd AB (HUSKAB);5567502777;154;69;41;44;62;..;31;
Österänggymnasiet EE, HT, IN, RL;60209222;Kristianstad;1290;Kommunal;Kristianstad;2120000951;283;97;87;99;41;15;40;
Österänggymnasiet IM;21702982;Kristianstad;1290;Kommunal;Kristianstad;2120000951;143;143;.;.;44;89;19;
Österänggymnasiet NA, TE;87034307;Kristianstad;1290;Kommunal;Kristianstad;2120000951;411;142;144;125;42;32;67;
Österänggymnasiet SA;62104139;Kristianstad;1290;Kommunal;Kristianstad;2120000951;172;58;57;57;65;19;69;
Brogårdsgymnasiet;78872213;Kristinehamn;1781;Kommunal;Kristinehamn;2120001868;378;124;134;120;50;18;53;
Presterudsgymnasiet;84286698;Kristinehamn;1781;Kommunal;Kristinehamn;2120001868;242;143;52;47;31;41;24;
Dille Gård Naturbruksgymnasium;62490359;Krokom;2309;Enskild;Dille Gård AB;5564173853;60;22;19;19;68;..;48;
Jämtlands Gymn, Torsta;64725297;Krokom;2309;Kommunal;Jämtlands Gymnasieförbund;2220001636;77;28;21;28;34;..;39;
Jämtlands Gymn, Wången;43362941;Krokom;2309;Kommunal;Jämtlands Gymnasieförbund;2220001636;63;31;18;14;81;..;35;
John Norlandergymnasiet;23350817;Kumla;1881;Kommunal;Kumla;2120001975;101;56;27;18;36;37;15;
Aranäsgymnasiet Enhet 1;76860623;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;195;78;51;66;63;15;65;
Aranäsgymnasiet Enhet 2;58191646;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;406;130;158;118;49;5;58;
Aranäsgymnasiet Enhet 3;80405898;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;237;104;64;69;39;11;63;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;242;65;82;95;64;20;57;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;93;23;36;34;53;..;47;
Drottning Blankas Gymn. Kungsbacka;64569393;Kungsbacka;1384;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;144;60;43;41;85;16;40;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;307;103;101;103;8;8;38;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;334;103;119;112;30;10;76;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;462;152;165;145;47;5;64;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;252;83;87;82;61;12;33;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;89;89;.;.;18;57;19;
LBS Ljud & Bildskolan Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;113;21;39;53;15;13;58;
Praktiska Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;71;32;23;16;38;20;23;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;83;29;29;25;98;..;46;
Mimers Hus Gymnasium 1;82193704;Kungälv;1482;Kommunal;Kungälv;2120001371;255;84;86;85;13;12;33;
Mimers Hus Gymnasium 2;66368167;Kungälv;1482;Kommunal;Kungälv;2120001371;334;131;106;97;48;13;50;
Mimers Hus Gymnasium 3;55785999;Kungälv;1482;Kommunal;Kungälv;2120001371;212;111;62;39;50;47;24;
Mimers Hus Gymnasium 4;51624696;Kungälv;1482;Kommunal;Kungälv;2120001371;344;102;127;115;70;13;49;
Mimers Hus Gymnasium 5;78651862;Kungälv;1482;Kommunal;Kungälv;2120001371;309;111;94;104;33;16;62;
Kävlinge Lärcentrum, gymn.;88192227;Kävlinge;1261;Kommunal;Kävlinge;2120001058;43;25;14;4;35;63;..;
Ullvigymnasiet;72022487;Köping;1983;Kommunal;Köping;2120002114;950;428;267;255;41;26;38;
Osbecksgymnasiet RO1;71517572;Laholm;1381;Kommunal;Laholm;2120001223;439;162;120;157;47;27;43;
Allvar Gullstrandgymnasiet;47108212;Landskrona;1282;Kommunal;Landskrona;2120001140;278;74;107;97;40;59;39;
Selma Lagerlöfgymnasiet;37132612;Landskrona;1282;Kommunal;Landskrona;2120001140;315;162;80;73;46;72;18;
Gymnasieutbildning i Lekeberg;24445686;Lekeberg;1814;Kommunal;Lekeberg;2120002981;6;5;1;.;..;..;..;
Leksands gymnasium;44417214;Leksand;2029;Kommunal;Leksand;2120002163;523;176;187;160;45;14;54;
Lerums Gymnasium, skolenhet 1;25025681;Lerum;1441;Kommunal;Lerum;2120001447;261;85;71;105;56;8;58;
Lerums Gymnasium, skolenhet 2;88776535;Lerum;1441;Kommunal;Lerum;2120001447;314;103;90;121;35;13;79;
Lerums Gymnasium, skolenhet 3;29351272;Lerum;1441;Kommunal;Lerum;2120001447;198;112;32;54;46;24;49;
Lerums Gymnasium, skolenhet 4;49488344;Lerum;1441;Kommunal;Lerum;2120001447;70;20;24;26;60;14;37;
Lerums Gymnasium, skolenhet 5;74408578;Lerum;1441;Kommunal;Lerum;2120001447;340;99;123;118;25;7;56;
Lessebo Gymnasium;75395882;Lessebo;0761;Kommunal;Lessebo;2120000613;72;50;17;5;46;99;..;
Hersby gymnasium EKSA;71043974;Lidingö;0186;Kommunal;Lidingö;2120000191;537;193;160;184;43;9;77;
Hersby gymnasium NATEIM;26734780;Lidingö;0186;Kommunal;Lidingö;2120000191;381;144;128;109;31;20;82;
Lunaskolan Östra gymnasium;57777751;Lidingö;0186;Enskild;Stockholms Barn & Ungdomsstöd AB;5566402672;48;16;18;14;48;..;81;
Stillerska filmgymnasiet;38732602;Lidingö;0186;Enskild;Stillerska AB;5567777270;42;14;14;14;52;24;69;
De la Gardiegymnasiet, enhet 1;89807183;Lidköping;1494;Kommunal;Lidköping;2120001694;380;112;124;144;41;13;71;
De la Gardiegymnasiet, enhet 2;86724994;Lidköping;1494;Kommunal;Lidköping;2120001694;302;95;95;112;5;7;34;
De la Gardiegymnasiet, enhet 3;61161774;Lidköping;1494;Kommunal;Lidköping;2120001694;514;160;163;191;63;16;55;
De la Gardiegymnasiet, enhet 4;86158933;Lidköping;1494;Kommunal;Lidköping;2120001694;281;95;90;96;75;9;53;
De la Gardiegymnasiet, enhet 5;39179525;Lidköping;1494;Kommunal;Lidköping;2120001694;336;157;104;75;56;36;24;
De la Gardiegymnasiet, enhet 6;14102256;Lidköping;1494;Kommunal;Lidköping;2120001694;62;35;16;11;69;..;31;
Thoren Innovation School Lidköping;69288110;Lidköping;1494;Enskild;Thoren Innovation School AB;5568902653;44;11;9;24;..;..;..;
Elfhems gymnasium;70660980;Lilla Edet;1462;Kommunal;Lilla Edet;2120001496;26;10;9;7;42;..;..;
Lindeskolan LS 1;75082280;Lindesberg;1885;Kommunal;Lindesberg;2120002015;128;36;69;23;67;18;41;
Lindeskolan LS 2;75914181;Lindesberg;1885;Kommunal;Lindesberg;2120002015;248;70;92;86;28;11;37;
Lindeskolan LS 3;39302565;Lindesberg;1885;Kommunal;Lindesberg;2120002015;159;59;46;54;18;14;54;
Lindeskolan LS 4;96818167;Lindesberg;1885;Kommunal;Lindesberg;2120002015;278;97;90;91;55;54;21;
Anders Ljungstedts gymnasium 3;36072799;Linköping;0580;Kommunal;Linköping;2120000449;204;81;65;58;79;24;27;
Anders Ljungstedts gymnasium 4;61432781;Linköping;0580;Kommunal;Linköping;2120000449;445;169;149;127;12;27;31;
Anders Ljungstedts gymnasium 7;78287294;Linköping;0580;Kommunal;Linköping;2120000449;193;51;66;76;61;16;30;
Anders Ljungstedts gymnasium 8;74316305;Linköping;0580;Kommunal;Linköping;2120000449;315;167;95;53;18;81;11;
Berzeliusskolan 1;79527481;Linköping;0580;Kommunal;Linköping;2120000449;391;155;119;117;16;16;80;
Berzeliusskolan 2;67300857;Linköping;0580;Kommunal;Linköping;2120000449;347;123;111;113;49;39;75;
Birgittaskolan 1;99279503;Linköping;0580;Kommunal;Linköping;2120000449;328;121;105;102;70;45;39;
Birgittaskolan 2;63653488;Linköping;0580;Kommunal;Linköping;2120000449;87;29;23;35;31;17;48;
Björkö Fria Gymnasium;84476205;Linköping;0580;Enskild;Stiftelsen Waldorfpedagogik i Vreta Kloster;8220027596;151;58;48;45;72;27;55;
Folkungaskolan 1;24544503;Linköping;0580;Kommunal;Linköping;2120000449;308;127;87;94;59;13;70;
Folkungaskolan 2;25392789;Linköping;0580;Kommunal;Linköping;2120000449;421;129;160;132;71;13;68;
Framtidsgymnasiet Linköping;72109637;Linköping;0580;Enskild;Framtidsgymnasiet Öst AB;5565304481;70;20;20;30;..;31;46;
Fria Läroverken Linköping;69240218;Linköping;0580;Enskild;Fria Läroverken i Sverige AB;5569172041;303;109;87;107;39;23;40;
Hagströmska gymnasiet Linköping;14057258;Linköping;0580;Enskild;Hagströmska Gymnasiet AB;5567550461;84;20;37;27;20;..;23;
JENSEN Gymnasium Linköping;38460895;Linköping;0580;Enskild;Jensen Education College AB;5566358759;62;13;21;28;60;31;53;
Katedralskolan 1;53821161;Linköping;0580;Kommunal;Linköping;2120000449;491;160;152;179;63;22;66;
Katedralskolan 2;31199511;Linköping;0580;Kommunal;Linköping;2120000449;139;46;47;46;64;56;68;
Katedralskolan 3;12934438;Linköping;0580;Kommunal;Linköping;2120000449;437;159;147;131;51;27;84;
Klara Gymnasium, Linköping;43313366;Linköping;0580;Enskild;Klaragymnasium AB;5566303938;423;146;143;134;67;19;61;
LBS Ljud & Bildskolan Linköping;86787111;Linköping;0580;Enskild;Ljud & Bildskolan Lbs AB;5564851649;88;75;13;.;27;..;58;
Mediateknikerutbildningen, MTU;97868185;Linköping;0580;Enskild;Mediateknikerutbildningen, MTU AB;5564631983;110;26;38;46;52;11;54;
Praktiska Linköping;81551726;Linköping;0580;Enskild;Praktiska Sverige AB;5562575786;117;28;44;45;20;11;21;
Realgymnasiet Linköping;77823650;Linköping;0580;Enskild;Lärande i Sverige AB;5565715892;185;67;55;63;39;13;45;
Thoren Business School Linköping;37550979;Linköping;0580;Enskild;Thorengruppen AB;5566139290;110;42;36;32;69;53;41;
Vretagymnasiet;52634142;Linköping;0580;Landsting;Östergötlands Läns Landsting;2321000040;350;106;107;137;48;..;39;
Yrkesgymnasiet Linköping;76195214;Linköping;0580;Enskild;Thorengruppen AB;5566139290;204;83;68;53;47;31;20;
Ljungby Fria Gymnasium;54839753;Ljungby;0781;Enskild;Ljungby Fria Gymnasium AB;5563604767;49;10;12;27;82;22;35;
RyssbyGymnasiet;32705515;Ljungby;0781;Enskild;Ryssbygymnasiet AB;5566214069;170;63;53;54;31;8;44;
Sunnerbogymnasiet 1;60214465;Ljungby;0781;Kommunal;Ljungby;2120000670;69;22;21;26;17;20;29;
Sunnerbogymnasiet 2;70137084;Ljungby;0781;Kommunal;Ljungby;2120000670;286;89;108;89;34;17;44;
Sunnerbogymnasiet 3;82002016;Ljungby;0781;Kommunal;Ljungby;2120000670;271;145;66;60;36;41;45;
Sunnerbogymnasiet 4;21901328;Ljungby;0781;Kommunal;Ljungby;2120000670;188;67;67;54;74;18;47;
Slottegymnasiet 1;23306658;Ljusdal;2161;Kommunal;Ljusdal;2120002320;393;157;134;102;59;35;31;
Slottegymnasiet 2;92965381;Ljusdal;2161;Kommunal;Ljusdal;2120002320;144;53;43;48;19;8;30;
Träutbildningar i Hälsingland;57350392;Ljusdal;2161;Enskild;Träutbildningar i Hälsingland AB;5567796718;47;13;19;15;..;23;30;
ABB Industrigymnasium Ludvika;97535124;Ludvika;2085;Enskild;Industritekniska Gymnasiet Bergslagen AB;5566081740;99;33;34;32;41;12;75;
VBU Högbergsskolan 1;11102578;Ludvika;2085;Kommunal;Västerbergslagens utbildningscentrum, VBU;2220000802;305;103;111;91;70;13;47;
VBU Högbergsskolan 2;69306209;Ludvika;2085;Kommunal;Västerbergslagens utbildningscentrum, VBU;2220000802;301;104;113;84;19;20;39;
VBU Malmen;92651253;Ludvika;2085;Kommunal;Västerbergslagens utbildningscentrum, VBU;2220000802;93;30;35;28;16;12;28;
Luleå gymnasieskola, skolenhet A;31740319;Luleå;2580;Kommunal;Luleå;2120002742;89;21;41;27;80;35;36;
Luleå gymnasieskola, skolenhet B;10129345;Luleå;2580;Kommunal;Luleå;2120002742;375;162;106;107;62;17;55;
Luleå gymnasieskola, skolenhet C;17944628;Luleå;2580;Kommunal;Luleå;2120002742;439;160;135;144;77;8;62;
Luleå gymnasieskola, skolenhet D;82826083;Luleå;2580;Kommunal;Luleå;2120002742;218;88;74;56;14;18;37;
Luleå gymnasieskola, skolenhet E;94468610;Luleå;2580;Kommunal;Luleå;2120002742;217;93;47;77;65;26;59;
Luleå gymnasieskola, skolenhet F;94090461;Luleå;2580;Kommunal;Luleå;2120002742;190;110;54;26;41;12;61;
Luleå gymnasieskola, skolenhet G;12954099;Luleå;2580;Kommunal;Luleå;2120002742;270;99;89;82;20;..;76;
Luleå gymnasieskola, skolenhet H;80931789;Luleå;2580;Kommunal;Luleå;2120002742;496;188;145;163;49;17;64;
Nordiskt FlygTeknikCentrum;84098842;Luleå;2580;Kommunal;Luleå;2120002742;60;17;21;22;..;..;53;
NTI-gymnasiet Luleå;90473340;Luleå;2580;Enskild;Nordens Teknikerinstitut Aktiebolag (Nti);5561203679;118;47;30;41;20;10;53;
Praktiska Luleå;26167236;Luleå;2580;Enskild;Praktiska Sverige AB;5562575786;214;88;73;53;54;12;37;
Consensum Gymnasium Lund;69807202;Lund;1281;Enskild;Consensum Lund AB;5566023684;262;96;75;91;78;33;45;
Drottning Blankas Gymn. Lund;64648904;Lund;1281;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;151;58;50;43;87;23;44;
Gymnasieskolan Spyken;75939593;Lund;1281;Kommunal;Lund;2120001132;1 103;373;379;351;62;16;81;
Gymnasieskolan Vipan;63035915;Lund;1281;Kommunal;Lund;2120001132;982;427;275;280;38;18;38;
JENSEN Gymnasium Lund;26324896;Lund;1281;Enskild;Jensen Education College AB;5566358759;171;53;47;71;46;36;47;
Katedralskolan;56639389;Lund;1281;Kommunal;Lund;2120001132;1 419;487;473;459;57;20;82;
Lars-Erik Larssongymnasiet;95700485;Lund;1281;Enskild;Lars-Erik Larsson Gymnasiet;8465021015;141;52;49;40;62;18;87;
LBS Ljud & Bildskolan Lund;51449748;Lund;1281;Enskild;Ljud & Bildskolan Lbs AB;5564851649;376;126;121;129;34;10;65;
Lunds Dans- o Musikalgymnasium;28267726;Lund;1281;Enskild;Dans o Musikal i Lund AB;5566981766;186;61;63;62;87;11;68;
Lunds Fordonstekniska Gymn.;28848709;Lund;1281;Enskild;Lunds Fordonstekniska Gymnasium AB;5566426630;67;25;21;21;..;16;34;
Mikael Elias Gymnasium, Lund;17779637;Lund;1281;Enskild;Mikael Elias Gymnasium AB;5565583282;170;91;79;.;55;16;71;
NTI-gymnasiet Lund;12613085;Lund;1281;Enskild;Nordens Teknikerinstitut Aktiebolag (Nti);5561203679;185;74;52;59;..;10;52;
Polhemskolan;53896162;Lund;1281;Kommunal;Lund;2120001132;2 349;851;735;763;44;20;71;
Realgymnasiet 2 i Lund;13002601;Lund;1281;Enskild;Lärande i Sverige AB;5565715892;61;16;27;18;80;33;28;
Realgymnasiet i Lund;11185244;Lund;1281;Enskild;Lärande i Sverige AB;5565715892;83;31;30;22;87;17;45;
Sveriges Ridgymnasium Flyinge;56211717;Lund;1281;Enskild;Sveriges Ridgymnasium AB;5566814504;27;27;.;.;93;..;44;
Thoren Innovation School Lund;66824652;Lund;1281;Enskild;Thoren Innovation School AB;5568902653;154;56;46;52;13;33;60;
Tannbergsskolan 1;49168016;Lycksele;2481;Kommunal;Lycksele;2120002635;204;71;63;70;27;13;50;
Tannbergsskolan 2;32042066;Lycksele;2481;Kommunal;Lycksele;2120002635;180;63;53;64;37;13;36;
Tannbergsskolan 3;50821167;Lycksele;2481;Kommunal;Lycksele;2120002635;131;60;41;30;50;54;15;
Tannbergsskolan 4;71929526;Lycksele;2481;Kommunal;Lycksele;2120002635;96;37;23;36;69;..;56;
Gullmarsgymnasiet 1;92814975;Lysekil;1484;Kommunal;Lysekil;2120001389;162;104;33;25;26;53;19;
Gullmarsgymnasiet 2;60873719;Lysekil;1484;Kommunal;Lysekil;2120001389;158;43;58;57;70;13;40;
Gullmarsgymnasiet 3;29706369;Lysekil;1484;Kommunal;Lysekil;2120001389;250;92;71;87;32;15;56;
4 ans Gymnasium;28085125;Malmö;1280;Enskild;4ans Gymnasium AB;5567622682;84;43;22;19;58;67;35;
Agnesfrids gymnasium;28770304;Malmö;1280;Kommunal;Malmö;2120001124;210;117;48;45;7;76;18;
Bellevue gymnasium;86483208;Malmö;1280;Kommunal;Malmö;2120001124;110;65;21;24;56;61;20;
Bladins gymnasium;21938183;Malmö;1280;Enskild;Bladins Skola, Stiftelsen;8460010948;213;75;67;71;49;24;73;
Bladins Intern School of Malmö;78986228;Malmö;1280;Enskild;Bladins Skola, Stiftelsen;8460010948;63;27;22;14;51;78;60;
Bryggeriets Gymnasium;71472793;Malmö;1280;Enskild;Bryggeriets Bildnings Byrå (Bbb);8465017070;158;50;60;48;32;26;45;
Byggymnasiet;64123241;Malmö;1280;Kommunal;Malmö;2120001124;131;74;33;24;14;69;24;
Cybergymnasiet Malmö;69063711;Malmö;1280;Enskild;Cybergymnasiet Malmö AB;5565693289;321;105;79;137;42;53;38;
Design & Construction College Malmö;77609073;Malmö;1280;Enskild;Hermods Aktiebolag;5560440017;256;93;94;69;41;57;29;
Drottning Blankas Gymn. Malmö;35894996;Malmö;1280;Enskild;Drottning Blankas Gymnasieskola AB;5565668794;256;101;81;74;81;28;37;
Einar Hansengymnasiet;12926770;Malmö;1280;Enskild;Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet;8450003481;173;41;58;74;57;58;55;
Framtidsgymnasiet Burlöv/Malmö;17119840;Malmö;1280;Enskild;Framtidsgymnasiet i Sverige AB;5565755500;168;79;43;46;9;55;18;
Fria Läroverken Malmö;68748767;Malmö;1280;Enskild;Fria Läroverken i Sverige AB;5569172041;315;153;98;64;35;46;35;
Hermods Gymnasium Malmö;23548714;Malmö;1280;Enskild;Hermods Aktiebolag;5560440017;296;83;119;94;62;53;45;
JENSEN Gymnasium Malmö;48593439;Malmö;1280;Enskild;Jensen Education College AB;5566358759;197;75;46;76;61;56;49;
Kunskapsgymnasiet Malmö;91773491;Malmö;1280;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;241;79;69;93;58;94;40;
Malmö Borgarskola Ro 1;30361243;Malmö;1280;Kommunal;Malmö;2120001124;1 182;400;384;398;57;50;66;
Malmö Idrottsgymnasium Ro1;25596917;Malmö;1280;Kommunal;Malmö;2120001124;411;143;137;131;36;21;63;
Malmö Latinskola Ro 1;65722876;Malmö;1280;Kommunal;Malmö;2120001124;964;386;308;270;67;20;69;
Malmö Lärlingscenter Ro1;20984584;Malmö;1280;Kommunal;Malmö;2120001124;42;34;7;1;55;..;38;
NTI-gymnasiet Malmö;52129378;Malmö;1280;Enskild;Nordens Teknikerinstitut Aktiebolag (Nti);5561203679;235;88;75;72;..;54;42;
Pauliskolan;65381163;Malmö;1280;Kommunal;Malmö;2120001124;715;282;209;224;36;58;50;
Peabskolan Malmö;98541468;Malmö;1280;Enskild;Peabskolan AB;5564427432;92;38;27;27;..;18;28;
Plusgymnasiet Malmö;31155312;Malmö;1280;Enskild;Plusgymnasiet AB;5565789129;267;90;72;105;67;69;33;
Praktiska Malmö City;25648215;Malmö;1280;Enskild;Praktiska Sverige AB;5562575786;247;100;78;69;49;74;22;
Praktiska Malmö Limhamn;61823258;Malmö;1280;Enskild;Praktiska Sverige AB;5562575786;129;54;39;36;36;52;26;
ProCivitas Privata Gymnasium, Malmö;84424083;Malmö;1280;Enskild;ProCivitas Privata Gymnasium AB;5566157102;595;213;200;182;59;13;75;
Realgymnasiet Malmö;39178171;Malmö;1280;Enskild;Lärande i Sverige AB;5565715892;119;40;42;37;78;15;40;
Rytmus Malmö;49231191;Malmö;1280;Enskild;Rytmus AB;5564648979;142;63;36;43;52;21;47;
Snitz Gymnasium Malmö;25160697;Malmö;1280;Enskild;PPS Power Planning System Aktiebolag;5565042255;6;6;.;.;..;..;..;
S:t Petri skola;78231062;Malmö;1280;Kommunal;Malmö;2120001124;828;279;305;244;60;29;76;
TAU Hantverksskola Gymnasium;79994304;Malmö;1280;Enskild;TAU Learning Aktiebolag;5566866082;37;17;12;8;49;54;38;
Thoren Business School Malmö;10481541;Malmö;1280;Enskild;Thorengruppen AB;5566139290;467;153;168;146;49;56;41;
Universitetsholmens gymnasium;68006362;Malmö;1280;Kommunal;Malmö;2120001124;452;180;148;124;39;55;28;
Valdemarsro gymnasium;70200717;Malmö;1280;Kommunal;Malmö;2120001124;6;3;3;.;..;..;..;
Värnhemsskolan;11608031;Malmö;1280;Kommunal;Malmö;2120001124;1 116;659;225;232;52;75;18;
Yrkesgymnasiet Malmö;86762103;Malmö;1280;Enskild;Thorengruppen AB;5566139290;141;53;59;29;13;31;28;
Malung-Sälens gymnasieskola;68381790;Malung-Sälen;2023;Kommunal;Malung-Sälen;2120002148;325;132;91;102;36;23;43;
Malå gymnasieskola;73138140;Malå;2418;Kommunal;Malå;2120002866;19;7;9;3;..;89;..;
Vadsbogymnasiet;13006857;Mariestad;1493;Kommunal;Mariestad;2120001686;752;332;201;219;44;22;44;
Vänergymnasiet;76007769;Mariestad;1493;Enskild;Vänergymnasiet AB;5566269014;118;49;48;21;40;..;26;
Gymnasiesärskola och introduktionsprogram;86320340;Mark;1463;Kommunal;Mark;2120001504;95;44;22;29;32;76;..;
Högskoleförberedande program;64858669;Mark;1463;Kommunal;Mark;2120001504;483;156;173;154;52;16;58;
Naturbruksgymnasiet Strömma;93486713;Mark;1463;Landsting;Västra Götalands Läns Landsting;2321000131;75;.;40;35;83;..;37;
Yrkesprogram;26721724;Mark;1463;Kommunal;Mark;2120001504;301;102;100;99;32;14;27;
Kunskapscentrum;58187973;Markaryd;0767;Kommunal;Markaryd;2120000654;222;62;96;64;42;32;28;
Dahlstiernska gymnasiet;88894245;Mellerud;1461;Kommunal;Mellerud;2120001488;184;65;63;56;37;43;21;
Mjölby gymnasium 1;31870541;Mjölby;0586;Kommunal;Mjölby;2120000480;291;86;105;100;46;19;55;
Mjölby gymnasium 2;71160225;Mjölby;0586;Kommunal;Mjölby;2120000480;105;36;39;30;81;20;22;
Mjölby gymnasium 3;80376589;Mjölby;0586;Kommunal;Mjölby;2120000480;108;58;29;21;35;56;9;
Mjölby gymnasium 4;67752682;Mjölby;0586;Kommunal;Mjölby;2120000480;127;48;36;43;13;9;39;
Mjölby gymnasium 5;47884009;Mjölby;0586;Kommunal;Mjölby;2120000480;121;42;35;44;40;..;30;
Mora gymnasium, ro 1;44672598;Mora;2062;Kommunal;Mora;2120002213;398;138;134;126;60;12;52;
Mora gymnasium, ro 2;75340089;Mora;2062;Kommunal;Mora;2120002213;294;106;84;104;30;5;54;
Mora gymnasium, ro 4;29700879;Mora;2062;Kommunal;Mora;2120002213;202;82;74;46;23;64;11;
Carlsund utbildningscentrum 1;36670439;Motala;0583;Kommunal;Motala;2120002817;245;83;81;81;22;9;29;
Carlsund utbildningscentrum 2;22220001;Motala;0583;Kommunal;Motala;2120002817;112;35;40;37;71;25;26;
Carlsund utbildningscentrum IM;15644006;Motala;0583;Kommunal;Motala;2120002817;145;58;53;34;34;80;..;
LBS Ljud & Bildskolan Motala;76204099;Motala;0583;Enskild;Ljud & Bildskolan Lbs AB;5564851649;58;.;25;33;22;..;33;
Platengymnasiet 1;31822012;Motala;0583;Kommunal;Motala;2120002817;326;119;99;108;54;20;56;
Platengymnasiet 2;83161201;Motala;0583;Kommunal;Motala;2120002817;289;106;88;95;40;22;71;
